,date,region,region name,week,P,pop,incidence,Auto-test,Isolement,Symptômes,Contagion,Fièvre,Contact tracing,Autotests COVID,Essoufflement,Maux de tête,Toux,Système immunitaire,Diarrhée,Urgences,Fatigue,Dépression,Hôpital,Variant omicron,Anxiété,Gamma,Soins à domicile,Voyages,Green Pass,Télétravail,Coronavirus,Soins intensifs,Tests PCR,Tests antigéniques,Certificat sanitaire,Ventilation,Perte de goût,Frontières,Quarantaine,Restrictions,Distanciation sociale,Alpha,Chômage,Gel hydroalcoolique,Réanimation,Aéroports
601,2021-07-05,J,Ile_de_France,2021-S28,1222700,1227821000,99.58291966011332,11.0,4,40,18,47,0.0,0.0,40,69,40,34,68,51,94,71,74,0,59,60,33.0,82,25.0,27,9,0.0,83.0,15.0,27,57,35.0,31,42,77,0,58,31,6,27,67
602,2021-07-12,J,Ile_de_France,2021-S29,2255600,1227821000,183.7075599782053,14.0,10,37,28,46,21.0,0.0,26,69,42,62,74,67,90,71,80,0,62,62,22.0,80,34.0,22,9,0.0,99.0,52.0,100,77,0.0,23,97,100,9,56,31,9,27,53
603,2021-07-19,J,Ile_de_France,2021-S30,2314400,1227821000,188.49653166055964,18.0,13,44,38,53,0.0,13.0,27,65,47,46,83,60,99,59,89,0,43,42,0.0,70,100.0,20,10,0.0,88.0,35.0,80,77,0.0,18,55,93,0,59,31,8,40,84
604,2021-07-26,J,Ile_de_France,2021-S31,2380800,1227821000,193.90448607736795,0.0,14,44,27,52,29.0,16.0,25,84,45,44,77,57,100,68,85,1,54,65,31.0,81,47.0,18,9,22.0,78.0,0.0,64,78,15.0,12,60,76,0,57,32,6,24,21
605,2021-08-02,J,Ile_de_France,2021-S32,2483200,1227821000,202.2444639731688,0.0,11,46,30,42,40.0,11.0,77,71,43,57,76,84,86,52,83,0,45,61,0.0,73,90.0,13,8,28.0,65.0,57.0,75,69,0.0,9,56,56,0,55,27,6,39,60
606,2021-08-09,J,Ile_de_France,2021-S33,2246000,1227821000,182.925687050474,0.0,11,46,24,51,36.0,0.0,40,71,35,58,87,80,78,69,78,0,50,57,0.0,74,54.0,20,8,0.0,80.0,54.0,55,60,23.0,12,33,35,0,53,20,5,47,65
607,2021-08-16,J,Ile_de_France,2021-S34,2087800,1227821000,170.0410727622349,0.0,8,43,20,40,0.0,0.0,35,76,31,48,82,62,89,70,75,0,77,56,30.0,65,58.0,18,7,25.0,59.0,81.0,26,55,0.0,12,43,37,8,50,20,8,30,38
608,2021-08-23,J,Ile_de_France,2021-S35,1800000,1227821000,146.60117394962296,0.0,8,43,30,44,86.0,0.0,17,88,40,36,86,45,81,31,74,0,65,51,0.0,60,38.0,29,6,32.0,39.0,27.0,24,58,0.0,12,38,25,8,55,26,11,25,57
609,2021-08-30,J,Ile_de_France,2021-S36,1320800,1227821000,107.5726836403678,16.0,8,40,17,42,83.0,0.0,34,33,35,54,83,62,81,61,74,0,50,45,91.0,64,48.0,48,6,0.0,33.0,29.0,31,74,0.0,9,42,30,0,57,34,6,21,18
610,2021-09-06,J,Ile_de_France,2021-S37,1067900,1227821000,86.97521870044575,26.0,6,38,16,40,35.0,0.0,12,34,37,0,67,62,79,66,84,0,43,62,32.0,59,32.0,33,5,14.0,62.0,36.0,21,57,12.0,9,40,18,0,100,31,5,20,0
611,2021-09-13,J,Ile_de_France,2021-S38,891000,1227821000,72.56758110506337,26.0,6,37,16,41,35.0,0.0,33,49,46,38,65,59,69,46,76,0,60,67,25.0,66,37.0,30,5,0.0,20.0,20.0,17,73,0.0,10,26,23,4,68,30,9,17,29
612,2021-09-20,J,Ile_de_France,2021-S39,778100,1227821000,63.37242969455645,18.0,6,34,21,41,0.0,21.0,17,32,55,0,60,60,77,68,78,0,41,73,42.0,62,47.0,25,4,64.0,31.0,10.0,11,84,13.0,14,21,20,0,65,34,8,8,0
613,2021-09-27,J,Ile_de_France,2021-S40,782500,1227821000,63.73078811976664,0.0,6,36,14,37,58.0,9.0,49,44,66,45,67,55,75,90,79,0,64,59,0.0,65,28.0,34,4,14.0,60.0,41.0,15,76,0.0,11,22,13,7,55,35,5,10,0
614,2021-10-04,J,Ile_de_France,2021-S41,875900,1227821000,71.3377601458193,0.0,4,38,14,40,65.0,0.0,9,48,71,62,63,60,74,47,76,0,50,66,21.0,60,13.0,28,4,9.0,41.0,17.0,12,70,28.0,10,26,18,14,61,33,8,19,16
615,2021-10-11,J,Ile_de_France,2021-S42,878900,1227821000,71.58209543573534,17.0,4,42,27,58,33.0,0.0,11,45,73,35,71,59,74,81,78,0,63,66,29.0,67,35.0,23,4,14.0,55.0,25.0,6,72,20.0,8,21,19,0,63,37,6,10,43
616,2021-10-18,J,Ile_de_France,2021-S43,914100,1227821000,74.44896283741686,0.0,3,41,29,52,0.0,0.0,24,50,80,0,58,69,78,67,82,0,61,84,24.0,70,36.0,28,4,25.0,38.0,0.0,18,100,22.0,12,22,18,0,69,38,3,12,49
617,2021-10-25,J,Ile_de_France,2021-S44,1045700,1227821000,85.16713755506707,0.0,4,40,27,53,41.0,0.0,21,49,76,24,60,74,75,63,78,0,51,80,22.0,70,21.0,22,4,0.0,0.0,0.0,0,71,0.0,11,17,21,0,53,31,6,19,33
618,2021-11-01,J,Ile_de_France,2021-S45,1266900,1227821000,103.18279293154296,14.0,4,38,23,41,0.0,0.0,37,57,70,29,67,63,78,72,77,0,84,59,0.0,58,16.0,16,4,38.0,14.0,33.0,5,72,0.0,7,18,10,9,60,30,4,20,40
619,2021-11-08,J,Ile_de_France,2021-S46,2357300,1227821000,191.990526306359,0.0,4,40,23,37,0.0,0.0,50,73,75,13,66,70,73,94,77,1,58,58,0.0,57,20.0,18,4,0.0,21.0,28.0,6,85,43.0,9,19,20,0,63,28,5,16,100
620,2021-11-15,J,Ile_de_France,2021-S47,3837200,1227821000,312.52112482194065,0.0,6,43,19,52,55.0,0.0,50,43,64,50,68,54,76,91,78,0,73,64,32.0,61,10.0,28,6,35.0,43.0,0.0,12,81,100.0,11,17,22,5,62,23,4,20,49
621,2021-11-22,J,Ile_de_France,2021-S48,5527600,1227821000,450.1959161799644,11.0,9,49,26,45,97.0,11.0,30,35,65,57,63,63,70,81,78,21,64,67,0.0,57,35.0,37,7,0.0,34.0,20.0,0,80,0.0,24,18,38,5,66,27,5,26,38
622,2021-11-29,J,Ile_de_France,2021-S49,6262400,1227821000,510.041773190066,20.0,15,54,27,59,69.0,0.0,39,54,76,52,73,66,68,54,78,100,57,80,28.0,56,25.0,39,8,0.0,70.0,28.0,14,87,0.0,31,38,70,0,64,28,7,25,45
623,2021-12-06,J,Ile_de_France,2021-S50,8407500,1227821000,684.7496499896972,0.0,16,46,38,67,40.0,18.0,26,56,73,17,62,66,77,79,73,22,52,79,0.0,52,59.0,46,7,0.0,52.0,36.0,21,69,36.0,24,25,68,9,57,30,7,34,39
624,2021-12-13,J,Ile_de_France,2021-S51,16777400,1227821000,1366.43696434578,0.0,20,56,39,74,0.0,0.0,19,83,70,35,62,64,84,52,77,23,50,56,18.0,61,29.0,28,7,26.0,100.0,28.0,11,78,26.0,17,31,59,10,52,30,6,31,18
625,2021-12-20,J,Ile_de_France,2021-S52,37368100,1227821000,3043.448515703836,15.0,38,75,99,83,0.0,43.0,0,91,97,56,90,74,83,49,64,42,68,41,23.0,53,47.0,24,9,27.0,95.0,59.0,18,94,54.0,12,31,93,0,62,25,8,54,44
626,2021-12-27,J,Ile_de_France,2022-S01,51148700,1227821000,4165.8108144428215,20.0,77,96,100,100,59.0,0.0,38,72,100,85,100,100,89,66,63,49,46,43,37.0,51,47.0,71,10,32.0,94.0,89.0,29,63,28.0,14,46,99,7,56,17,7,65,70
627,2022-01-03,J,Ile_de_France,2022-S02,45580900,1227821000,3712.340805377983,100.0,100,100,84,80,100.0,100.0,43,90,88,100,100,89,87,89,97,33,73,69,38.0,63,52.0,80,9,100.0,97.0,47.0,48,73,0.0,14,41,61,0,73,26,8,100,55
628,2022-01-10,J,Ile_de_France,2022-S03,40498400,1227821000,3298.3961017118945,78.0,52,81,69,79,82.0,69.0,81,76,68,83,89,75,80,75,86,21,77,87,56.0,62,57.0,40,7,18.0,50.0,58.0,49,94,0.0,12,28,39,0,68,34,7,62,86
629,2022-01-17,J,Ile_de_France,2022-S04,28451800,1227821000,2317.25960054438,31.0,38,73,53,83,86.0,13.0,61,88,64,51,71,66,88,66,92,14,61,80,28.0,66,23.0,68,6,0.0,39.0,26.0,39,78,0.0,18,28,69,8,71,22,6,36,20
630,2022-01-24,J,Ile_de_France,2022-S05,17902600,1227821000,1458.078987083622,37.0,32,67,47,60,94.0,11.0,64,53,56,46,77,59,96,88,88,12,84,82,45.0,75,40.0,48,5,0.0,42.0,0.0,24,75,25.0,23,16,54,0,71,34,6,28,33
631,2022-01-31,J,Ile_de_France,2022-S06,10099600,1227821000,822.5628980120067,0.0,25,59,51,59,82.0,0.0,41,78,50,75,74,71,87,78,86,5,68,84,39.0,83,39.0,46,5,0.0,12.0,18.0,27,59,0.0,15,18,55,0,73,28,7,25,60
632,2022-02-07,J,Ile_de_France,2022-S07,6346400,1227821000,516.883161307715,0.0,15,52,28,44,21.0,0.0,44,74,50,20,69,61,92,71,90,4,56,100,25.0,85,29.0,31,4,21.0,29.0,0.0,33,85,0.0,14,21,41,0,59,30,6,22,37
633,2022-02-14,J,Ile_de_France,2022-S08,4078800,1227821000,332.1982601698456,0.0,10,47,24,58,18.0,0.0,41,79,48,40,66,73,75,93,95,4,71,74,24.0,93,49.0,28,3,0.0,37.0,0.0,28,76,18.0,14,15,41,0,71,36,6,24,66
634,2022-02-21,J,Ile_de_France,2022-S09,3769400,1227821000,306.9991472698382,0.0,8,50,23,52,0.0,0.0,35,75,40,50,70,60,83,79,91,3,82,81,15.0,85,66.0,24,3,0.0,35.0,0.0,20,79,0.0,16,10,33,0,68,23,3,17,62
635,2022-02-28,J,Ile_de_France,2022-S10,5104300,1227821000,415.72020677281137,0.0,6,47,12,53,0.0,0.0,33,99,40,26,64,75,78,91,84,2,60,76,15.0,88,46.0,20,3,26.0,13.0,18.0,12,82,0.0,16,13,33,0,62,33,3,30,43
636,2022-03-07,J,Ile_de_France,2022-S11,8509000,1227821000,693.0163272985232,0.0,9,51,20,42,0.0,0.0,30,44,48,14,63,62,68,96,96,3,91,66,28.0,76,25.0,24,3,0.0,18.0,20.0,4,67,27.0,15,13,28,0,74,32,5,22,39
637,2022-03-14,J,Ile_de_France,2022-S12,15220500,1227821000,1239.63509338902,0.0,11,58,27,65,32.0,0.0,7,62,53,41,72,70,93,99,100,3,63,83,27.0,87,26.0,23,3,0.0,30.0,0.0,14,77,0.0,13,12,29,0,75,36,4,14,42
638,2022-03-21,J,Ile_de_France,2022-S13,16786300,1227821000,1367.1618257058644,18.0,21,66,35,85,24.0,0.0,36,89,72,35,74,75,95,83,96,5,65,66,18.0,92,30.0,25,3,22.0,24.0,0.0,5,73,0.0,15,16,23,5,68,30,3,21,34
639,2022-03-28,J,Ile_de_France,2022-S14,15757000,1227821000,1283.3303877356716,8.0,19,67,45,82,48.0,0.0,38,100,75,58,67,65,92,81,86,4,85,82,20.0,81,16.0,28,2,8.0,10.0,0.0,3,70,0.0,10,10,21,0,67,39,6,22,40
640,2022-04-04,J,Ile_de_France,2022-S15,13191700,1227821000,1074.3992813284674,0.0,17,69,50,78,0.0,0.0,35,49,73,44,72,74,86,96,91,4,90,79,0.0,76,27.0,29,2,26.0,19.0,9.0,0,54,0.0,10,11,21,0,67,37,3,17,88
641,2022-04-11,J,Ile_de_France,2022-S16,8094200,1227821000,659.232901212799,14.0,14,57,53,67,16.0,0.0,44,49,70,48,74,67,94,100,86,3,69,89,86.0,84,16.0,24,2,32.0,9.0,11.0,17,70,44.0,11,14,20,0,75,29,4,20,61
642,2022-04-18,J,Ile_de_France,2022-S17,4932200,1227821000,401.7035056412946,0.0,11,59,34,71,0.0,12.0,34,59,61,64,79,63,84,84,85,2,65,78,25.0,94,18.0,22,2,11.0,23.0,12.0,21,62,0.0,10,7,19,0,74,34,3,12,57
643,2022-04-25,J,Ile_de_France,2022-S18,3351500,1227821000,272.96324138453406,0.0,7,54,30,64,0.0,32.0,29,57,49,40,72,64,80,69,87,1,74,58,0.0,90,32.0,22,2,13.0,0.0,0.0,8,58,0.0,11,11,19,0,59,39,5,15,38
644,2022-05-02,J,Ile_de_France,2022-S19,2863500,1227821000,233.2180342248585,0.0,5,47,27,58,0.0,0.0,21,57,43,13,73,63,70,92,91,0,74,80,14.0,94,20.0,24,2,18.0,0.0,12.0,12,65,0.0,9,11,18,13,67,31,4,14,49
645,2022-05-09,J,Ile_de_France,2022-S20,2487900,1227821000,202.6272559273705,21.0,4,52,19,46,0.0,7.0,9,58,40,49,61,64,80,73,93,1,75,72,0.0,100,12.0,27,2,9.0,15.0,17.0,10,59,0.0,11,6,21,7,67,31,4,18,67
646,2022-05-16,J,Ile_de_France,2022-S21,2239300,1227821000,182.38000490299484,0.0,6,54,17,53,0.0,0.0,17,53,38,38,62,73,74,72,85,0,100,65,40.0,85,13.0,22,2,50.0,7.0,35.0,0,71,0.0,11,6,19,0,52,31,4,15,50
647,2022-05-23,J,Ile_de_France,2022-S22,3335700,1227821000,271.6764088576429,0.0,5,57,19,41,0.0,0.0,27,37,44,63,74,72,95,88,95,1,81,74,41.0,87,13.0,19,2,17.0,12.0,0.0,0,65,21.0,8,11,19,0,58,22,4,13,59
648,2020-05-11,H,Corse,2020-S20,1100,34467900,3.191375163557977,,18,28,0,0,,,0,0,0,0,57,0,0,0,0,0,75,54,,0,0.0,22,88,,,,0,0,,0,0,59,0,50,19,43,0,0
649,2020-05-18,H,Corse,2020-S21,1300,34467900,3.771625193295791,,0,35,0,28,,,0,0,37,0,36,0,23,0,42,0,0,0,,0,40.0,29,63,,,,33,0,,0,0,100,21,60,38,0,0,0
650,2020-05-25,H,Corse,2020-S22,600,34467900,1.7407500892134422,,46,37,0,0,,,0,67,0,0,0,0,51,0,35,0,0,0,,37,30.0,0,46,,,,25,0,,0,0,47,30,63,31,0,0,0
651,2020-06-01,H,Corse,2020-S23,700,34467900,2.0308751040823494,,0,32,90,35,,,0,34,0,0,41,22,28,0,29,0,0,0,,47,87.0,0,46,,,,0,18,,0,0,0,0,31,0,40,0,0
652,2020-06-08,H,Corse,2020-S24,500,34467900,1.450625074344535,,0,61,40,31,,,25,0,52,0,41,0,0,0,0,0,0,23,,27,0.0,47,34,,,,0,0,,67,0,31,0,42,0,0,0,0
653,2020-06-15,H,Corse,2020-S25,400,34467900,1.160500059475628,,15,0,55,34,,,58,0,0,0,56,0,30,79,31,0,55,0,,31,0.0,0,35,,,,0,0,,36,0,0,0,20,0,100,0,0
654,2020-06-22,H,Corse,2020-S26,400,34467900,1.160500059475628,,0,0,0,27,,,0,0,0,0,66,0,0,0,62,0,62,60,,100,30.0,0,39,,,,0,100,,52,0,0,0,100,17,72,0,0
655,2020-06-29,H,Corse,2020-S27,400,34467900,1.160500059475628,,0,58,47,0,,,30,66,36,19,44,0,0,67,49,0,0,0,,0,0.0,0,32,,,,34,43,,38,0,0,31,44,0,0,0,0
656,2020-07-06,H,Corse,2020-S28,700,34467900,2.0308751040823494,,12,43,83,0,,,0,0,40,0,45,0,100,21,47,0,0,0,,18,0.0,0,38,,,,0,45,,18,0,0,0,17,10,19,0,0
657,2020-07-13,H,Corse,2020-S29,2100,34467900,6.092625312247047,,0,52,34,0,,,0,0,20,0,41,16,23,0,0,26,0,33,,14,0.0,17,35,,,,0,0,,96,0,0,0,0,0,0,0,0
658,2020-07-20,H,Corse,2020-S30,300,34467900,0.8703750446067211,,0,14,0,32,,,0,0,32,0,0,0,36,0,46,0,42,28,,17,0.0,0,39,,,,0,0,,27,0,39,0,0,15,0,16,0
659,2020-07-27,H,Corse,2020-S31,700,34467900,2.0308751040823494,,24,33,0,22,,,0,36,17,15,25,41,0,0,35,21,0,49,,22,0.0,0,37,,,,0,18,,28,0,0,0,22,9,0,0,0
660,2020-08-03,H,Corse,2020-S32,1900,34467900,5.512375282509233,,0,23,0,35,,,0,0,16,0,55,0,43,0,34,0,21,0,,0,29.0,45,30,,,,0,0,,0,0,0,0,33,0,0,0,0
661,2020-08-10,H,Corse,2020-S33,1600,34467900,4.642000237902512,,23,48,0,0,,,0,0,55,34,23,22,46,20,33,16,0,0,,57,0.0,0,35,,,,0,19,,17,0,0,0,41,0,0,0,0
662,2020-08-17,H,Corse,2020-S34,4000,34467900,11.60500059475628,,0,0,0,0,,,0,25,37,0,0,0,45,34,95,0,18,0,,0,0.0,0,37,,,,0,27,,0,21,0,0,73,18,0,0,0
663,2020-08-24,H,Corse,2020-S35,20100,34467900,58.3151279886503,,0,15,25,0,,,0,0,67,0,18,0,31,0,0,0,0,33,,13,0.0,0,33,,,,0,19,,0,0,0,0,46,0,20,0,0
664,2020-08-31,H,Corse,2020-S36,32100,34467900,93.13012977291916,,14,14,0,0,,,45,0,0,0,85,17,23,22,47,0,0,0,,38,0.0,0,35,,,,0,0,,0,0,0,0,24,0,0,0,0
665,2020-09-07,H,Corse,2020-S37,31100,34467900,90.22887962423007,,24,40,79,25,,,0,0,0,0,56,0,77,0,59,0,0,0,,0,0.0,0,41,,,,0,0,,0,61,0,0,27,16,27,0,0
666,2020-09-14,H,Corse,2020-S38,22100,34467900,64.11762828602845,,0,30,63,32,,,0,43,37,18,17,20,23,53,68,0,67,0,,0,0.0,0,33,,,,0,0,,75,0,0,0,48,0,0,0,0
667,2020-09-21,H,Corse,2020-S39,18600,34467900,53.96325276561671,,18,22,75,60,,,0,0,0,34,0,37,22,0,45,0,0,25,,0,50.0,39,31,,,,31,24,,0,86,25,0,0,0,25,23,0
668,2020-09-28,H,Corse,2020-S40,14400,34467900,41.77800214112261,,0,18,0,0,,,53,33,0,28,0,0,0,0,30,0,0,0,,15,0.0,0,23,,,,0,23,,0,0,0,0,36,12,23,27,0
669,2020-10-05,H,Corse,2020-S41,30400,34467900,88.19800452014773,,0,14,0,0,,,0,0,79,0,49,0,0,77,61,0,0,36,,25,0.0,0,21,,,,0,0,,0,0,0,24,43,0,32,0,0
670,2020-10-12,H,Corse,2020-S42,70800,34467900,205.40851052718617,,15,25,0,55,,,0,40,70,0,69,47,0,0,44,0,0,61,,25,0.0,0,25,,,,0,0,,0,0,0,0,55,0,0,0,0
671,2020-10-19,H,Corse,2020-S43,92200,34467900,267.4952637091323,,0,26,54,28,,,32,0,0,0,66,20,55,0,23,0,0,23,,0,0.0,0,31,,,,0,0,,54,0,38,38,29,25,41,38,0
672,2020-10-26,H,Corse,2020-S44,141900,34467900,411.68739609897904,,0,41,0,39,,,0,65,43,0,43,32,0,34,0,0,0,66,,21,0.0,100,37,,,,0,0,,21,46,0,0,0,18,0,0,0
673,2020-11-02,H,Corse,2020-S45,100500,34467900,291.5756399432516,,20,19,0,0,,,0,0,0,0,0,36,0,0,64,0,62,43,,0,0.0,0,30,,,,0,0,,0,0,27,0,45,15,0,41,52
674,2020-11-09,H,Corse,2020-S46,40000,34467900,116.0500059475628,,0,0,0,0,,,100,0,0,0,0,0,33,0,30,0,0,0,,20,0.0,0,30,,,,0,0,,0,0,0,0,62,12,0,0,0
675,2020-11-16,H,Corse,2020-S47,18400,34467900,53.38300273587888,,0,27,0,0,,,0,0,24,44,26,0,0,0,50,29,0,47,,0,0.0,0,22,,,,0,0,,0,31,0,47,69,0,33,0,0
676,2020-11-23,H,Corse,2020-S48,11400,34467900,33.0742516950554,,0,36,31,0,,,0,0,0,0,0,0,30,0,81,0,0,0,,31,0.0,26,18,,,,0,0,,32,40,53,0,61,0,41,0,0
677,2020-11-30,H,Corse,2020-S49,11000,34467900,31.91375163557977,,0,0,0,44,,,28,0,19,0,0,0,0,0,0,0,0,25,,19,0.0,0,15,,,,0,0,,0,43,0,18,62,0,0,0,0
678,2020-12-07,H,Corse,2020-S50,7800,34467900,22.629751159774745,,0,14,0,97,,,0,0,0,0,38,0,18,0,0,0,0,33,,29,0.0,0,15,,,,0,0,,21,54,37,0,29,0,0,0,0
679,2020-12-14,H,Corse,2020-S51,8900,34467900,25.821126323332724,,100,31,0,81,,,0,0,0,21,70,0,25,38,0,0,0,0,,0,0.0,0,18,,,,0,0,,0,0,0,0,65,0,0,47,0
680,2020-12-21,H,Corse,2020-S52,15200,34467900,44.09900226007387,,0,33,50,0,,,0,62,47,0,0,0,56,0,0,0,0,62,,0,0.0,0,22,,,,0,0,,0,79,0,51,56,0,40,0,0
681,2020-12-28,H,Corse,2020-S53,21900,34467900,63.53737825629064,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,100,0,,0,0.0,0,13,,,,0,43,,0,0,0,0,0,0,0,0,0
682,2020-12-28,H,Corse,2021-S01,25000,34467900,72.53125371722675,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,100,0,,0,0.0,0,13,,,,0,43,,0,0,0,0,0,0,0,0,0
683,2021-01-04,H,Corse,2021-S02,26200,34467900,76.01275389565365,,30,47,0,0,,,0,0,0,0,40,65,0,76,0,0,0,0,,43,0.0,0,21,,,,0,0,,39,0,0,0,23,0,0,0,81
684,2021-01-11,H,Corse,2021-S03,31600,34467900,91.6795046985746,,0,0,0,0,,,0,32,0,0,0,0,0,27,0,0,0,0,,22,0.0,0,21,,,,0,0,,0,0,0,0,38,0,46,57,0
685,2021-01-18,H,Corse,2021-S04,35100,34467900,101.83388021898637,,0,0,0,59,,,59,0,27,23,57,0,28,77,77,0,0,0,,0,27.0,0,17,,,,0,27,,23,72,0,36,83,0,0,0,0
686,2021-01-25,H,Corse,2021-S05,34800,34467900,100.96350517437963,,0,0,0,0,,,38,0,28,25,26,0,23,46,39,0,0,0,,0,0.0,46,21,,,,76,0,,30,60,0,0,52,0,0,0,0
687,2021-02-01,H,Corse,2021-S06,27800,34467900,80.65475413355614,,0,41,0,0,,,38,0,25,0,0,0,28,0,29,0,0,0,,0,0.0,0,20,,,,0,0,,0,0,0,0,81,20,19,0,0
688,2021-02-08,H,Corse,2021-S07,32500,34467900,94.29062983239476,,0,15,0,43,,,0,0,37,63,0,0,37,38,70,0,0,0,,0,0.0,44,16,,,,0,0,,0,0,35,0,28,12,34,0,0
689,2021-02-15,H,Corse,2021-S08,43900,34467900,127.36488152745018,,19,46,0,0,,,0,0,0,0,37,29,26,0,44,0,0,55,,0,0.0,77,14,,,,32,0,,0,0,0,0,34,0,0,0,0
690,2021-02-22,H,Corse,2021-S09,48300,34467900,140.13038218168208,,0,52,0,0,,,0,52,23,29,20,0,0,0,39,0,0,0,,0,0.0,0,21,,,,0,0,,40,0,0,0,0,0,28,0,0
691,2021-03-01,H,Corse,2021-S10,48300,34467900,140.13038218168208,,0,31,0,0,,,0,63,74,0,0,0,23,0,0,0,0,33,,20,38.0,0,13,,,,100,0,,51,42,0,0,34,0,0,0,0
692,2021-03-08,H,Corse,2021-S11,43900,34467900,127.36488152745018,,0,45,0,43,,,54,0,21,0,0,0,33,0,61,0,0,0,,18,0.0,0,13,,,,33,0,,87,0,0,79,0,38,60,0,0
693,2021-03-15,H,Corse,2021-S12,49600,34467900,143.90200737497787,,22,42,0,36,,,0,0,35,0,23,0,63,0,60,41,0,0,,22,0.0,26,15,,,,0,0,,0,0,0,26,0,0,0,0,0
694,2021-03-22,H,Corse,2021-S13,50600,34467900,146.80325752366696,,0,54,0,0,,,51,0,34,0,22,0,35,0,91,0,28,0,,47,38.0,0,21,,,,41,18,,0,37,32,0,62,0,0,0,0
695,2021-03-29,H,Corse,2021-S14,43800,34467900,127.07475651258127,,0,20,0,0,,,0,0,35,0,0,0,40,37,0,0,43,0,,43,0.0,0,22,,,,0,0,,0,0,0,0,94,23,0,0,0
696,2021-04-05,H,Corse,2021-S15,53900,34467900,156.37738301434086,,0,48,0,0,,,0,0,0,0,47,45,0,0,30,0,0,0,,15,0.0,38,15,,,,56,0,,0,45,0,0,35,14,0,47,0
697,2021-04-12,H,Corse,2021-S16,43000,34467900,124.75375639363,,0,0,0,31,,,21,0,0,54,0,0,23,0,44,0,29,0,,0,0.0,27,17,,,,0,14,,0,0,30,0,46,0,0,0,0
698,2021-04-19,H,Corse,2021-S17,36100,34467900,104.73513036767542,,0,60,0,0,,,0,46,0,0,100,0,0,29,38,0,0,0,,17,33.0,42,12,,,,0,16,,26,0,0,23,88,0,77,0,0
699,2021-04-26,H,Corse,2021-S18,27800,34467900,80.65475413355614,,0,43,39,0,,,0,0,0,0,0,0,0,0,41,27,0,0,,33,0.0,0,11,,,,0,0,,0,0,55,0,55,0,67,0,0
700,2021-05-03,H,Corse,2021-S19,10000,34467900,29.012501486890702,,13,30,35,0,,,51,0,40,43,31,0,23,33,0,0,0,0,,18,0.0,26,10,,,,0,0,,0,95,0,0,28,0,23,100,0
701,2021-05-10,H,Corse,2021-S20,10100,34467900,29.302626501759608,,0,32,0,0,,,0,0,0,0,38,0,49,75,56,0,76,0,,61,0.0,0,10,,,,0,0,,0,36,30,0,0,0,0,0,0
702,2021-05-17,H,Corse,2021-S21,6600,34467900,19.148250981347864,,0,0,0,0,,,0,0,35,0,82,0,18,0,85,0,0,0,,43,44.0,30,6,,,,0,37,,0,0,53,0,18,0,0,0,0
703,2021-05-24,H,Corse,2021-S22,7400,34467900,21.46925110029912,,0,35,0,0,,,20,55,35,0,39,0,0,0,70,0,0,0,,0,0.0,0,9,,,,0,0,,0,30,0,0,54,0,31,0,0
704,2021-05-31,H,Corse,2021-S23,4800,34467900,13.926000713707538,,0,0,0,30,,,0,0,0,0,43,20,0,0,82,0,0,0,,64,0.0,0,8,,,,0,30,,0,35,0,0,54,0,0,0,52
705,2021-06-07,H,Corse,2021-S24,2400,34467900,6.963000356853769,,0,0,0,0,,,0,42,0,0,53,0,38,0,76,0,0,0,,0,0.0,0,8,,,,0,0,,0,0,0,0,39,10,0,0,0
706,2021-06-14,H,Corse,2021-S25,1100,34467900,3.191375163557977,,0,55,0,39,,,0,0,38,0,18,0,37,0,29,34,0,0,,39,41.0,0,8,,,,0,0,,0,32,0,0,0,14,0,0,0
707,2021-06-21,H,Corse,2021-S26,2600,34467900,7.543250386591582,,0,47,36,0,,,0,41,0,0,29,0,0,39,0,0,0,0,,0,44.0,0,5,,,,0,26,,0,36,0,0,0,13,0,0,55
708,2021-06-28,H,Corse,2021-S27,16800,34467900,48.741002497976375,,0,44,0,0,,,0,0,0,0,29,0,27,0,60,0,43,0,,46,35.0,0,7,,,,21,17,,0,44,52,0,31,0,0,46,0
709,2021-07-05,H,Corse,2021-S28,67700,34467900,196.41463506625004,,0,46,0,54,,,0,35,0,0,66,0,33,0,0,0,25,21,,30,0.0,0,9,,,,0,19,,0,0,34,0,0,0,0,0,0
710,2021-07-12,H,Corse,2021-S29,173400,34467900,503.0767757826848,,0,30,0,0,,,0,0,0,0,0,16,21,26,61,0,0,0,,0,39.0,0,12,,,,0,0,,31,26,50,0,23,0,0,0,0
711,2021-07-19,H,Corse,2021-S30,228000,34467900,661.485033901108,,15,45,0,0,,,0,26,0,0,27,100,73,0,32,0,0,0,,0,0.0,0,12,,,,0,0,,17,35,40,0,0,23,0,36,0
712,2021-07-26,H,Corse,2021-S31,217900,34467900,632.1824073993483,,17,66,59,20,,,0,0,30,26,25,22,0,24,28,0,0,0,,15,36.0,0,11,,,,0,0,,34,0,41,0,14,10,0,0,25
713,2021-08-02,H,Corse,2021-S32,177500,34467900,514.97190139231,,11,83,0,0,,,0,0,25,0,38,0,37,0,47,15,0,0,,0,0.0,0,10,,,,0,10,,0,0,43,0,29,0,0,0,0
714,2021-08-09,H,Corse,2021-S33,119200,34467900,345.82901772373714,,11,0,23,70,,,0,0,15,0,69,23,38,0,0,0,0,0,,0,75.0,0,12,,,,0,0,,24,44,0,0,30,17,0,19,0
