,date,region,region name,week,P,pop,incidence,Auto-test,Isolement,Symptômes,Contagion,Fièvre,Contact tracing,Autotests COVID,Essoufflement,Maux de tête,Toux,Système immunitaire,Diarrhée,Urgences,Fatigue,Dépression,Hôpital,Variant omicron,Anxiété,Gamma,Soins à domicile,Voyages,Green Pass,Télétravail,Coronavirus,Soins intensifs,Tests PCR,Tests antigéniques,Certificat sanitaire,Ventilation,Perte de goût,Frontières,Quarantaine,Restrictions,Distanciation sociale,Alpha,Chômage,Gel hydroalcoolique,Réanimation,Aéroports
102,2022-04-18,M,Lorraine,2022-S17,1271800,230742500,551.177178023121,0.0,17,69,23,72,0.0,22.0,23,21,67,20,70,85,58,28,76,4,19,29,0.0,87,0.0,18,3,0.0,0.0,53.0,0,22,0.0,7,0,0,0,52,29,0,0,0
103,2022-04-25,M,Lorraine,2022-S18,985300,230742500,427.01279564882935,0.0,20,71,46,45,27.0,0.0,21,46,44,31,56,49,89,33,92,0,33,32,0.0,48,0.0,27,3,0.0,28.0,0.0,0,21,100.0,20,0,0,0,55,29,8,0,54
104,2022-05-02,M,Lorraine,2022-S19,742800,230742500,321.91728875261384,0.0,13,57,19,37,0.0,19.0,0,0,29,27,47,51,73,33,85,6,27,42,75.0,76,0.0,18,3,17.0,31.0,0.0,0,19,0.0,5,0,13,0,56,55,3,56,0
105,2022-05-09,M,Lorraine,2022-S20,510900,230742500,221.4156473124804,0.0,9,60,11,19,0.0,16.0,0,20,51,0,53,49,58,29,55,5,0,45,0.0,60,0.0,25,2,0.0,0.0,0.0,63,30,0.0,10,0,0,0,100,21,0,0,13
106,2022-05-16,M,Lorraine,2022-S21,339500,230742500,147.13370965470168,0.0,16,68,0,50,0.0,36.0,0,49,34,0,48,43,51,35,100,14,21,25,100.0,80,0.0,35,2,58.0,0.0,0.0,0,52,40.0,14,0,8,100,76,23,5,0,0
107,2022-05-23,M,Lorraine,2022-S22,445500,230742500,193.0723642155216,0.0,7,70,42,62,0.0,0.0,0,25,44,0,76,55,84,53,62,0,19,0,65.0,40,0.0,31,2,48.0,0.0,20.0,0,24,0.0,13,58,22,0,46,16,0,0,0
108,2020-05-11,L,Limousin,2020-S20,1000,72738000,1.374797217410432,0.0,13,49,0,0,,,0,0,0,0,31,0,37,22,28,0,28,39,0.0,74,,44,92,9.0,0.0,0.0,0,98,,15,32,0,0,25,37,100,0,0
109,2020-05-18,L,Limousin,2020-S21,2100,72738000,2.887074156561907,0.0,0,35,0,40,,,0,0,0,0,0,0,41,59,64,0,0,22,63.0,0,,39,68,0.0,30.0,69.0,0,0,,0,28,0,0,55,24,82,0,57
110,2020-05-25,L,Limousin,2020-S22,2500,72738000,3.4369930435260803,0.0,0,37,19,0,,,0,24,13,0,32,0,25,38,54,0,27,20,35.0,0,,23,51,0.0,0.0,41.0,0,0,,26,0,0,0,18,13,40,12,0
111,2020-06-01,L,Limousin,2020-S23,1800,72738000,2.4746349913387773,0.0,0,41,0,21,,,45,0,0,0,35,44,14,26,41,15,0,0,0.0,46,,0,38,0.0,0.0,29.0,0,0,,31,0,0,0,13,0,14,0,0
112,2020-06-08,L,Limousin,2020-S24,700,72738000,0.9623580521873024,0.0,0,21,0,0,,,0,0,15,0,15,21,22,0,43,0,0,0,0.0,25,,36,33,0.0,0.0,0.0,23,45,,17,26,0,0,28,39,39,0,0
113,2020-06-15,L,Limousin,2020-S25,100,72738000,0.1374797217410432,65.0,0,16,0,24,,,0,0,0,28,34,24,46,30,59,0,0,30,0.0,51,,69,31,0.0,0.0,0.0,0,79,,29,0,0,0,0,74,20,22,0
114,2020-06-22,L,Limousin,2020-S26,200,72738000,0.2749594434820864,0.0,23,21,0,0,,,0,0,0,0,18,29,57,26,0,17,0,72,0.0,52,,0,31,46.0,15.0,0.0,0,47,,16,100,0,0,32,87,18,0,46
115,2020-06-29,L,Limousin,2020-S27,1000,72738000,1.374797217410432,0.0,8,53,24,0,,,0,0,11,37,28,23,24,0,58,0,0,0,0.0,0,,28,30,0.0,17.0,0.0,0,30,,31,0,0,0,40,15,0,0,47
116,2020-07-06,L,Limousin,2020-S28,200,72738000,0.2749594434820864,0.0,0,31,100,0,,,0,39,0,0,50,100,28,77,45,0,0,20,0.0,66,,0,37,0.0,0.0,42.0,0,52,,28,0,0,0,54,32,0,0,0
117,2020-07-13,L,Limousin,2020-S29,800,72738000,1.0998377739283456,0.0,0,39,0,44,,,0,0,14,0,0,24,16,0,23,0,0,28,0.0,27,,0,40,17.0,33.0,0.0,21,33,,36,0,0,0,13,0,17,0,61
118,2020-07-20,L,Limousin,2020-S30,800,72738000,1.0998377739283456,0.0,8,7,0,40,,,0,58,17,0,70,0,32,0,25,0,0,0,0.0,30,,0,40,0.0,0.0,37.0,34,31,,99,0,33,0,24,22,0,11,0
119,2020-07-27,L,Limousin,2020-S31,1900,72738000,2.612114713079821,0.0,0,24,0,0,,,0,0,17,35,39,0,47,0,76,0,0,27,0.0,29,,56,35,34.0,21.0,0.0,0,0,,14,0,0,100,17,0,0,0,0
120,2020-08-03,L,Limousin,2020-S32,2100,72738000,2.887074156561907,0.0,0,35,24,0,,,0,0,0,0,44,19,45,27,85,0,0,18,24.0,40,,0,29,0.0,22.0,0.0,0,0,,38,46,61,0,21,0,18,0,0
121,2020-08-10,L,Limousin,2020-S33,5900,72738000,8.111303582721549,0.0,0,8,23,35,,,0,33,11,0,55,0,38,0,38,36,0,37,0.0,82,,25,26,35.0,0.0,0.0,0,0,,0,0,33,0,30,0,0,0,0
122,2020-08-17,L,Limousin,2020-S34,5800,72738000,7.973823860980505,0.0,0,45,43,0,,,40,27,20,0,33,0,26,100,41,0,18,0,24.0,19,,0,26,0.0,0.0,0.0,0,0,,0,0,0,0,18,26,25,0,0
123,2020-08-24,L,Limousin,2020-S35,14400,72738000,19.79707993071022,0.0,0,9,40,0,,,0,0,11,0,50,0,0,0,72,0,0,24,0.0,83,,38,28,0.0,67.0,35.0,0,61,,0,54,0,0,16,19,0,0,0
124,2020-08-31,L,Limousin,2020-S36,20000,72738000,27.49594434820864,43.0,0,43,0,25,,,0,0,13,31,43,32,35,80,63,20,51,0,100.0,72,,0,31,0.0,28.0,0.0,0,41,,17,35,0,0,10,0,47,0,0
125,2020-09-07,L,Limousin,2020-S37,29200,72738000,40.144078748384615,0.0,0,33,0,52,,,0,0,47,0,60,72,0,0,33,0,0,29,0.0,100,,0,33,28.0,27.0,0.0,0,48,,19,0,0,0,40,28,48,0,0
126,2020-09-14,L,Limousin,2020-S38,36500,72738000,50.180098435480765,0.0,0,38,22,53,,,32,100,16,0,55,22,33,42,73,0,37,20,25.0,16,,38,33,0.0,0.0,0.0,0,0,,0,0,0,0,9,0,0,11,55
127,2020-09-21,L,Limousin,2020-S39,45300,72738000,62.27831394869257,0.0,15,31,0,0,,,0,53,22,0,57,23,33,46,100,20,0,26,0.0,26,,0,31,0.0,0.0,0.0,0,0,,0,0,33,0,20,0,19,0,0
128,2020-09-28,L,Limousin,2020-S40,45300,72738000,62.27831394869257,0.0,0,47,28,23,,,0,29,0,0,40,15,33,0,0,0,52,0,0.0,82,,0,30,16.0,0.0,0.0,0,53,,0,65,0,0,19,0,0,13,0
129,2020-10-05,L,Limousin,2020-S41,76900,72738000,105.7219060188622,0.0,0,26,0,99,,,28,0,18,0,31,47,51,0,37,0,44,0,0.0,23,,31,28,0.0,0.0,0.0,0,52,,0,0,24,78,10,66,17,0,0
130,2020-10-12,L,Limousin,2020-S42,100800,72738000,138.57955951497152,0.0,8,18,34,40,,,60,0,37,0,29,31,48,35,23,0,36,0,0.0,0,,100,35,0.0,0.0,0.0,0,23,,0,0,0,35,24,0,44,26,0
131,2020-10-19,L,Limousin,2020-S43,196500,72738000,270.1476532211499,88.0,19,18,0,25,,,65,0,10,42,0,0,89,96,40,0,19,50,0.0,19,,27,34,0.0,0.0,0.0,0,0,,0,59,47,70,36,25,52,0,0
132,2020-10-26,L,Limousin,2020-S44,263000,72738000,361.5716681789437,0.0,0,37,49,25,,,0,63,22,32,0,19,11,0,26,0,0,23,63.0,36,,40,48,0.0,0.0,37.0,0,33,,100,0,23,66,29,58,0,0,0
133,2020-11-02,L,Limousin,2020-S45,233900,72738000,321.56506915230005,65.0,16,0,0,68,,,0,51,16,0,39,16,17,37,35,0,69,0,0.0,37,,30,36,0.0,0.0,28.0,0,23,,0,0,25,32,0,59,0,0,0
134,2020-11-09,L,Limousin,2020-S46,148200,72738000,203.744947620226,0.0,0,37,0,38,,,0,0,18,0,41,20,0,25,65,0,30,0,0.0,0,,41,35,0.0,0.0,0.0,0,44,,0,0,0,0,21,33,15,0,0
135,2020-11-16,L,Limousin,2020-S47,83000,72738000,114.10816904506586,0.0,11,23,0,18,,,28,0,13,0,26,17,31,53,61,0,39,0,27.0,40,,38,26,0.0,0.0,0.0,0,0,,18,0,18,0,36,13,25,0,0
136,2020-11-23,L,Limousin,2020-S48,63600,72738000,87.43710302730346,0.0,0,27,0,25,,,0,0,27,0,85,27,44,0,51,23,0,18,0.0,73,,21,21,0.0,16.0,0.0,0,51,,21,0,14,0,0,44,40,0,0
137,2020-11-30,L,Limousin,2020-S49,67400,72738000,92.66133245346312,0.0,0,48,0,26,,,0,0,0,0,22,19,21,45,39,0,20,25,28.0,0,,62,19,0.0,0.0,0.0,0,52,,13,0,0,0,21,0,0,0,0
138,2020-12-07,L,Limousin,2020-S50,64100,72738000,88.12450163600869,0.0,0,24,22,44,,,0,0,29,0,18,49,39,0,52,0,0,41,0.0,46,,37,21,0.0,0.0,0.0,0,32,,0,0,13,0,26,12,0,14,68
139,2020-12-14,L,Limousin,2020-S51,63800,72738000,87.71206247078555,0.0,0,24,32,0,,,0,0,0,0,34,19,16,29,51,0,18,61,0.0,71,,0,22,12.0,0.0,66.0,0,0,,0,40,24,0,25,34,22,0,0
140,2020-12-21,L,Limousin,2020-S52,43700,72738000,60.078638400835885,87.0,15,28,36,0,,,0,0,39,0,33,18,35,43,19,0,39,50,41.0,19,,0,28,12.0,17.0,0.0,0,37,,0,33,33,36,36,0,15,0,38
141,2020-12-28,L,Limousin,2020-S53,63600,72738000,87.43710302730346,0.0,0,25,42,32,,,0,0,10,63,51,0,26,48,56,0,0,0,0.0,22,,0,23,0.0,14.0,0.0,0,46,,16,27,19,0,0,0,28,0,0
142,2020-12-28,L,Limousin,2021-S01,90600,72738000,124.55662789738514,0.0,0,25,42,32,,,0,0,10,63,51,0,26,48,56,0,0,0,0.0,22,,0,23,0.0,14.0,0.0,0,46,,16,27,19,0,0,0,28,0,0
143,2021-01-04,L,Limousin,2021-S02,95300,72738000,131.01817481921415,0.0,0,62,19,0,,,67,28,30,0,21,27,40,30,34,0,44,0,0.0,0,,29,24,0.0,0.0,0.0,0,28,,0,0,16,60,14,0,0,32,0
144,2021-01-11,L,Limousin,2021-S03,110200,72738000,151.5026533586296,0.0,13,16,0,30,,,0,39,16,0,42,21,12,0,60,0,0,51,0.0,19,,0,26,28.0,0.0,0.0,0,34,,0,0,63,0,0,0,24,14,0
145,2021-01-18,L,Limousin,2021-S04,124800,72738000,171.57469273282192,0.0,0,39,0,72,,,0,48,35,64,61,0,20,0,40,0,0,18,0.0,31,,0,25,0.0,0.0,0.0,0,44,,0,0,0,40,27,13,0,0,0
146,2021-01-25,L,Limousin,2021-S05,130700,72738000,179.68599631554346,0.0,12,46,23,27,,,0,0,16,0,23,14,45,47,60,0,18,0,0.0,40,,0,24,15.0,26.0,0.0,0,100,,16,0,0,0,18,0,16,0,0
147,2021-02-01,L,Limousin,2021-S06,83700,72738000,115.07052709725316,52.0,19,30,0,68,,,56,0,25,0,55,16,45,26,38,0,0,0,0.0,15,,0,22,0.0,0.0,0.0,0,40,,0,0,0,0,17,0,24,0,0
148,2021-02-08,L,Limousin,2021-S07,88200,72738000,121.2571145756001,0.0,0,31,25,0,,,0,0,25,0,0,0,0,0,68,0,38,0,0.0,45,,28,20,16.0,0.0,0.0,79,30,,0,0,16,0,18,0,0,0,0
149,2021-02-15,L,Limousin,2021-S08,90900,72738000,124.96906706260826,100.0,0,28,0,0,,,0,0,32,51,63,0,40,53,56,0,38,38,0.0,54,,0,21,0.0,0.0,53.0,0,0,,0,0,0,0,22,0,39,0,0
150,2021-02-22,L,Limousin,2021-S09,76800,72738000,105.58442629712115,0.0,23,32,26,0,,,0,0,35,33,44,74,50,0,48,0,59,21,22.0,31,,0,23,0.0,0.0,0.0,0,0,,18,58,0,0,34,22,0,0,30
151,2021-03-01,L,Limousin,2021-S10,85400,72738000,117.40768236685088,0.0,10,36,0,29,,,0,0,60,0,47,18,14,0,59,0,0,0,0.0,47,,0,20,19.0,0.0,76.0,0,0,,0,0,0,0,24,0,0,0,0
152,2021-03-08,L,Limousin,2021-S11,103900,72738000,142.84143088894388,0.0,0,42,0,0,,,0,0,38,0,17,19,0,0,71,16,0,47,0.0,0,,69,18,0.0,50.0,0.0,0,35,,22,36,21,47,35,18,15,0,0
153,2021-03-15,L,Limousin,2021-S12,135200,72738000,185.8725837938904,0.0,30,40,0,0,,,0,0,0,0,44,0,44,0,99,0,0,40,0.0,75,,0,20,0.0,0.0,0.0,0,52,,42,0,18,0,15,0,13,10,0
154,2021-03-22,L,Limousin,2021-S13,167800,72738000,230.6909730814705,66.0,0,38,0,0,,,0,0,33,0,0,33,34,33,24,0,0,33,0.0,29,,41,21,0.0,0.0,0.0,0,87,,0,0,0,58,29,17,0,11,74
155,2021-03-29,L,Limousin,2021-S14,158400,72738000,217.7678792378124,0.0,29,59,62,60,,,0,69,0,0,57,40,37,42,88,0,24,0,0.0,21,,80,24,0.0,0.0,0.0,0,0,,22,0,88,0,24,100,17,12,41
156,2021-04-05,L,Limousin,2021-S15,197300,72738000,271.24749099507824,28.0,11,50,45,27,,,0,23,25,0,24,31,49,42,29,0,0,0,0.0,38,,0,20,12.0,0.0,0.0,0,0,,0,0,0,0,24,24,0,15,0
157,2021-04-12,L,Limousin,2021-S16,175300,72738000,241.0019522120488,0.0,0,32,0,20,,,0,30,0,45,23,51,0,0,39,0,32,0,0.0,40,,31,17,0.0,0.0,0.0,0,0,,36,32,0,0,23,18,20,0,0
158,2021-04-19,L,Limousin,2021-S17,133300,72738000,183.2604690808106,0.0,0,36,48,31,,,58,0,42,0,20,0,62,40,83,0,0,0,0.0,36,,38,18,0.0,0.0,0.0,0,0,,0,0,14,37,41,0,52,14,0
159,2021-04-26,L,Limousin,2021-S18,91800,72738000,126.20638455827763,0.0,17,46,0,21,,,0,0,9,0,31,28,48,75,70,0,20,0,0.0,46,,88,17,0.0,0.0,0.0,0,46,,0,65,27,0,16,0,0,0,0
160,2021-05-03,L,Limousin,2021-S19,69300,72738000,95.27344716654294,0.0,7,31,0,18,,,0,0,0,0,36,43,30,41,39,0,0,0,0.0,49,,21,13,0.0,0.0,0.0,0,55,,24,0,22,0,31,17,47,0,0
161,2021-05-10,L,Limousin,2021-S20,62500,72738000,85.924826088152,0.0,0,29,36,0,,,0,0,22,0,31,33,30,100,42,0,0,0,0.0,49,,0,11,16.0,14.0,0.0,0,87,,0,26,14,0,22,0,0,0,0
162,2021-05-17,L,Limousin,2021-S21,48700,72738000,66.95262448788803,0.0,0,35,0,0,,,29,0,31,0,26,31,23,0,41,0,19,0,0.0,37,,53,12,0.0,0.0,63.0,0,58,,13,0,22,0,25,14,23,0,0
163,2021-05-24,L,Limousin,2021-S22,30900,72738000,42.48123401798235,0.0,11,32,22,31,,,0,0,27,0,23,15,40,92,14,0,41,100,0.0,86,,56,9,0.0,0.0,0.0,0,43,,18,0,0,0,49,0,18,0,57
164,2021-05-31,L,Limousin,2021-S23,19600,72738000,26.946025461244464,0.0,0,29,60,0,,,0,0,42,0,49,0,19,57,32,0,0,0,0.0,70,,48,10,0.0,29.0,0.0,29,33,,28,0,20,0,16,38,0,0,0
165,2021-06-07,L,Limousin,2021-S24,7400,72738000,10.173499408837197,36.0,13,23,0,31,,,0,0,27,41,0,42,40,39,63,0,32,61,0.0,48,,71,9,0.0,0.0,0.0,0,30,,20,0,20,0,22,0,0,0,0
166,2021-06-14,L,Limousin,2021-S25,2800,72738000,3.8494322087492097,0.0,0,21,0,0,,,31,0,0,72,74,47,21,41,66,0,23,50,30.0,59,,0,10,0.0,29.0,0.0,0,0,,0,34,41,75,13,22,0,10,0
167,2021-06-21,L,Limousin,2021-S26,5500,72738000,7.561384695757376,0.0,0,35,0,26,,,0,0,0,0,76,31,57,0,0,0,0,0,0.0,88,,47,8,17.0,0.0,0.0,0,46,,0,40,19,34,11,20,0,0,0
168,2021-06-28,L,Limousin,2021-S27,12500,72738000,17.1849652176304,0.0,14,24,0,38,,,0,0,23,0,45,18,25,54,66,0,100,34,32.0,46,,0,7,0.0,0.0,0.0,54,33,,0,37,36,0,19,38,0,0,37
169,2021-07-05,L,Limousin,2021-S28,19000,72738000,26.121147130798207,0.0,0,0,36,27,,,0,92,17,0,36,19,65,0,62,0,0,62,0.0,41,,31,9,0.0,0.0,0.0,0,41,,13,0,32,0,18,0,0,0,42
170,2021-07-12,L,Limousin,2021-S29,37400,72738000,51.41741593115015,0.0,0,23,0,0,,,0,0,16,0,78,79,57,27,37,0,52,0,0.0,29,,0,11,0.0,0.0,0.0,35,0,,0,0,58,0,10,35,22,0,0
171,2021-07-19,L,Limousin,2021-S30,53100,72738000,73.00173224449394,0.0,0,23,37,0,,,0,0,0,0,67,58,60,61,69,0,0,0,0.0,33,,33,11,0.0,18.0,54.0,54,42,,0,57,94,51,0,0,19,0,0
172,2021-07-26,L,Limousin,2021-S31,58900,72738000,80.97555610547444,0.0,18,26,0,38,,,36,29,0,0,45,0,70,0,44,0,0,27,0.0,74,,0,10,0.0,0.0,0.0,24,0,,13,29,37,0,14,48,23,0,0
173,2021-08-02,L,Limousin,2021-S32,76600,72738000,105.30946685363908,0.0,0,52,0,0,,,52,0,20,0,42,0,80,61,0,42,0,39,0.0,61,,0,9,0.0,0.0,0.0,0,44,,0,0,0,0,22,18,0,0,0
174,2021-08-09,L,Limousin,2021-S33,66700,72738000,91.6989744012758,0.0,0,30,0,0,,,57,37,18,0,31,0,21,0,83,0,0,0,0.0,71,,0,10,16.0,0.0,0.0,0,87,,0,0,0,0,16,25,0,43,0
175,2021-08-16,L,Limousin,2021-S34,63000,72738000,86.61222469685721,0.0,17,33,0,100,,,0,0,0,0,44,54,20,36,34,0,0,0,0.0,35,,0,11,22.0,20.0,71.0,100,57,,43,43,17,0,32,50,0,0,0
176,2021-08-23,L,Limousin,2021-S35,36300,72738000,49.90513899199868,0.0,0,0,0,0,,,86,34,0,0,65,17,43,0,36,0,63,0,0.0,61,,0,10,0.0,0.0,0.0,0,0,,0,41,0,0,20,0,0,100,0
177,2021-08-30,L,Limousin,2021-S36,33100,72738000,45.5057878962853,39.0,9,41,0,37,,,0,0,31,0,35,0,50,80,71,14,0,40,0.0,78,,0,7,0.0,0.0,0.0,0,0,,0,88,0,0,17,30,0,0,0
178,2021-09-06,L,Limousin,2021-S37,27500,72738000,37.80692347878688,0.0,0,33,0,0,,,92,0,37,0,35,31,100,0,67,0,0,0,0.0,31,,38,8,100.0,0.0,0.0,0,26,,24,38,0,0,28,0,0,0,0
179,2021-09-13,L,Limousin,2021-S38,27100,72738000,37.25700459182271,0.0,15,31,0,0,,,0,0,27,0,0,30,35,48,72,0,35,20,25.0,43,,33,6,0.0,0.0,0.0,0,0,,0,0,0,0,13,17,19,14,0
180,2021-09-20,L,Limousin,2021-S39,21300,72738000,29.2831807308422,0.0,13,29,50,0,,,0,51,38,38,35,0,31,50,61,0,35,25,0.0,51,,0,7,0.0,0.0,0.0,0,0,,0,0,0,0,11,50,22,0,50
181,2021-09-27,L,Limousin,2021-S40,17200,72738000,23.64651213945943,51.0,0,29,0,0,,,42,0,61,100,0,30,43,38,31,0,52,41,75.0,0,,0,5,23.0,0.0,0.0,0,0,,36,0,0,0,28,26,14,0,0
182,2021-10-04,L,Limousin,2021-S41,16900,72738000,23.2340729742363,0.0,0,38,44,33,,,0,0,30,0,75,54,0,0,28,0,28,63,0.0,32,,0,4,0.0,0.0,100.0,45,90,,0,32,0,43,49,0,0,0,0
183,2021-10-11,L,Limousin,2021-S42,31300,72738000,43.03115290494653,0.0,65,26,0,46,,,0,0,26,56,55,0,39,0,69,0,22,0,0.0,97,,0,5,0.0,0.0,0.0,0,54,,0,43,0,0,26,0,0,17,100
184,2021-10-18,L,Limousin,2021-S43,52800,72738000,72.58929307927082,41.0,0,44,0,0,,,0,36,19,0,24,0,35,78,64,0,79,25,58.0,32,,34,4,0.0,0.0,0.0,0,0,,0,0,0,0,0,27,0,0,88
185,2021-10-25,L,Limousin,2021-S44,62100,72738000,85.37490720118782,0.0,11,38,0,37,,,0,0,100,0,55,65,29,60,89,0,57,0,25.0,27,,0,6,0.0,0.0,0.0,53,0,,0,0,0,39,0,0,15,0,33
186,2021-11-01,L,Limousin,2021-S45,66200,72738000,91.0115757925706,0.0,9,47,0,24,,,60,73,41,0,42,0,71,0,71,0,28,0,0.0,62,,0,5,13.0,0.0,47.0,0,52,,27,36,0,0,24,0,25,0,63
187,2021-11-08,L,Limousin,2021-S46,107800,72738000,148.20314003684456,0.0,0,29,42,43,,,0,0,16,0,17,60,78,54,64,0,0,62,0.0,66,,36,6,0.0,0.0,0.0,0,26,,15,0,21,64,35,0,0,0,0
188,2021-11-15,L,Limousin,2021-S47,161200,72738000,221.61731144656164,0.0,20,13,0,24,,,100,0,47,67,19,0,29,52,59,0,0,0,0.0,68,,0,8,0.0,0.0,0.0,31,48,,17,0,0,0,28,0,0,32,0
189,2021-11-22,L,Limousin,2021-S48,226700,72738000,311.66652918694496,0.0,9,36,0,0,,,0,0,41,0,44,67,54,57,21,0,0,0,0.0,63,,0,10,0.0,0.0,0.0,37,76,,0,0,17,0,25,0,18,0,45
190,2021-11-29,L,Limousin,2021-S49,259900,72738000,357.30979680497126,0.0,13,38,0,0,,,0,0,44,0,34,35,16,69,90,57,45,0,25.0,20,,0,11,0.0,20.0,0.0,0,57,,0,0,0,49,26,0,0,0,0
191,2021-12-06,L,Limousin,2021-S50,216600,72738000,297.7810772910996,0.0,0,59,0,37,,,0,79,56,0,41,0,14,72,52,16,0,0,27.0,53,,0,11,0.0,0.0,33.0,0,65,,0,0,31,0,39,0,0,0,0
192,2021-12-13,L,Limousin,2021-S51,254600,72738000,350.023371552696,0.0,0,19,0,47,,,0,0,30,0,44,41,0,0,45,47,46,0,0.0,34,,37,7,0.0,0.0,0.0,0,0,,0,91,41,0,39,83,0,0,86
193,2021-12-20,L,Limousin,2021-S52,661900,72738000,909.9782782039648,0.0,0,32,0,34,,,0,0,59,0,68,0,0,0,66,48,0,90,0.0,28,,68,8,32.0,0.0,99.0,39,33,,19,0,100,0,22,0,0,0,0
194,2021-12-27,L,Limousin,2022-S01,1281300,72738000,1761.5276746679867,0.0,74,47,58,0,,,68,0,0,0,58,48,37,0,60,100,0,0,0.0,23,,0,12,0.0,34.0,0.0,0,0,,0,58,37,0,41,0,0,0,0
195,2022-01-03,L,Limousin,2022-S02,1693700,72738000,2328.494047128049,0.0,100,100,49,42,,,62,0,32,0,100,93,34,0,57,53,33,49,0.0,40,,86,9,0.0,0.0,0.0,0,97,,0,0,39,0,25,37,0,0,0
196,2022-01-10,L,Limousin,2022-S03,2454100,72738000,3373.889851246941,0.0,75,62,92,0,,,0,0,35,0,40,0,41,0,29,18,0,54,48.0,55,,31,9,0.0,100.0,81.0,0,46,,0,0,19,0,29,36,0,0,0
197,2022-01-17,L,Limousin,2022-S04,2861300,72738000,3933.7072781764687,0.0,64,100,0,47,,,0,0,50,0,75,22,14,33,63,29,79,24,0.0,87,,97,6,0.0,0.0,0.0,0,0,,0,0,0,0,23,0,29,13,0
198,2022-01-24,L,Limousin,2022-S05,2331000,72738000,3204.6523137837166,0.0,61,77,35,56,,,0,0,51,0,99,23,19,0,65,16,0,0,0.0,55,,0,6,0.0,0.0,28.0,0,0,,0,51,0,0,39,29,0,0,0
199,2022-01-31,L,Limousin,2022-S06,1567600,72738000,2155.132118012593,0.0,88,73,25,50,,,0,30,19,0,26,36,32,54,79,18,37,33,0.0,57,,39,8,0.0,14.0,0.0,0,37,,0,0,0,44,100,0,0,0,0
200,2022-02-07,L,Limousin,2022-S07,1011200,72738000,1390.1949462454288,62.0,56,62,23,32,,,0,0,38,0,50,16,71,25,43,0,0,42,0.0,47,,0,5,0.0,0.0,0.0,0,0,,0,0,0,0,37,0,35,0,0
201,2022-02-14,L,Limousin,2022-S08,673600,72738000,926.0634056476669,30.0,30,72,0,22,,,55,46,37,56,0,24,46,0,37,11,0,19,79.0,58,,0,4,0.0,0.0,0.0,19,50,,28,0,12,0,30,22,0,0,40
202,2022-02-21,L,Limousin,2022-S09,498800,72738000,685.7488520443235,0.0,26,57,0,43,,,0,0,24,0,52,24,66,0,100,0,0,62,0.0,64,,29,5,0.0,0.0,0.0,0,0,,13,0,22,26,44,12,0,0,26
203,2022-02-28,L,Limousin,2022-S10,603000,72738000,829.0027220984904,0.0,23,53,18,37,,,0,0,48,20,37,30,65,35,65,0,0,0,52.0,41,,0,3,9.0,0.0,0.0,0,0,,0,0,0,0,0,13,0,0,0
204,2022-03-07,L,Limousin,2022-S11,726800,72738000,999.202617613902,28.0,13,35,28,65,,,0,59,33,0,47,17,34,47,51,0,0,0,0.0,42,,0,3,0.0,0.0,0.0,0,0,,14,0,0,0,30,17,0,0,0
205,2022-03-14,L,Limousin,2022-S12,832500,72738000,1144.5186834941846,0.0,29,36,17,31,,,0,0,47,20,46,54,72,44,57,0,0,24,20.0,44,,33,3,16.0,0.0,0.0,0,30,,0,69,24,28,21,39,16,9,40
206,2022-03-21,L,Limousin,2022-S13,799100,72738000,1098.600456432676,34.0,60,61,0,44,,,0,0,38,0,40,0,50,86,58,0,0,45,35.0,0,,0,4,0.0,0.0,0.0,0,58,,0,0,0,0,40,0,0,0,0
207,2022-03-28,L,Limousin,2022-S14,849000,72738000,1167.2028375814568,0.0,27,53,39,67,,,48,22,69,52,0,51,46,0,39,15,45,0,0.0,51,,22,4,0.0,0.0,0.0,0,0,,0,0,24,0,28,23,0,0,0
208,2022-04-04,L,Limousin,2022-S15,772100,72738000,1061.4809315625944,65.0,22,61,44,37,,,0,18,60,0,66,29,41,47,79,0,0,41,22.0,50,,0,2,0.0,0.0,31.0,0,0,,26,0,0,0,21,33,0,0,0
209,2022-04-11,L,Limousin,2022-S16,511600,72738000,703.346256427177,0.0,32,66,21,42,,,0,37,97,0,35,0,41,31,65,0,0,66,0.0,22,,24,3,0.0,17.0,0.0,0,0,,0,33,0,0,22,0,0,0,0
210,2022-04-18,L,Limousin,2022-S17,343200,72738000,471.8304050152602,0.0,10,60,46,31,,,0,0,66,0,45,18,13,0,59,0,27,20,0.0,0,,0,2,0.0,13.0,43.0,0,0,,0,40,0,0,11,31,21,0,45
211,2022-04-25,L,Limousin,2022-S18,239100,72738000,328.7140146828343,0.0,14,61,26,0,,,0,0,50,47,33,29,46,0,56,0,0,31,0.0,36,,30,2,0.0,33.0,0.0,0,0,,16,0,22,0,26,28,0,0,0
212,2022-05-02,L,Limousin,2022-S19,193800,72738000,266.4357007341417,68.0,11,36,0,21,,,51,0,27,0,29,0,44,22,81,0,0,0,0.0,26,,0,4,0.0,0.0,0.0,0,35,,16,0,15,0,39,0,0,0,0
213,2022-05-09,L,Limousin,2022-S20,147000,72738000,202.0951909593335,34.0,0,33,29,0,,,0,22,22,0,77,23,37,0,71,0,0,0,30.0,44,,0,2,0.0,0.0,35.0,0,25,,0,0,0,0,6,34,0,35,0
