,dep,semaine,pop,P,T,Ti,Tp,Td,cl_age90
4535,42,2021-S09,"764737,00","1145,00","20376,00","149,72","5,62","2664,45",0
4536,42,2021-S10,"764737,00","1382,00","22184,00","180,72","6,23","2900,87",0
4537,42,2021-S11,"764737,00","1982,00","26776,00","259,17","7,40","3501,33",0
4538,42,2021-S12,"764737,00","2763,00","32636,00","361,30","8,47","4267,61",0
4539,43,2021-S09,"226901,00","164,00","4120,00","72,28","3,98","1815,77",0
4540,43,2021-S10,"226901,00","205,00","4398,00","90,35","4,66","1938,29",0
4541,43,2021-S11,"226901,00","326,00","6553,00","143,67","4,97","2888,04",0
4542,43,2021-S12,"226901,00","601,00","7578,00","264,87","7,93","3339,78",0
4543,44,2021-S09,"1437137,00","1759,00","33341,00","122,40","5,28","2319,96",0
4544,44,2021-S10,"1437137,00","1936,00","34698,00","134,71","5,58","2414,38",0
4545,44,2021-S11,"1437137,00","2371,00","40145,00","164,98","5,91","2793,40",0
4546,44,2021-S12,"1437137,00","3098,00","51797,00","215,57","5,98","3604,18",0
4547,45,2021-S09,"682890,00","786,00","14245,00","115,10","5,52","2085,99",0
4548,45,2021-S10,"682890,00","1015,00","15194,00","148,63","6,68","2224,96",0
4549,45,2021-S11,"682890,00","1269,00","17941,00","185,83","7,07","2627,22",0
4550,45,2021-S12,"682890,00","1739,00","23904,00","254,65","7,27","3500,42",0
4551,46,2021-S09,"173166,00","102,00","3412,00","58,90","2,99","1970,36",0
4552,46,2021-S10,"173166,00","111,00","3106,00","64,10","3,57","1793,65",0
4553,46,2021-S11,"173166,00","203,00","4372,00","117,23","4,64","2524,75",0
4554,46,2021-S12,"173166,00","221,00","5424,00","127,62","4,07","3132,25",0
4555,47,2021-S09,"330336,00","313,00","7596,00","94,75","4,12","2299,48",0
4556,47,2021-S10,"330336,00","391,00","8555,00","118,36","4,57","2589,79",0
4557,47,2021-S11,"330336,00","400,00","9530,00","121,09","4,20","2884,94",0
4558,47,2021-S12,"330336,00","585,00","11219,00","177,09","5,21","3396,24",0
4559,48,2021-S09,"76286,00","120,00","2044,00","157,30","5,87","2679,39",0
4560,48,2021-S10,"76286,00","114,00","1950,00","149,44","5,85","2556,17",0
4561,48,2021-S11,"76286,00","196,00","2736,00","256,93","7,16","3586,50",0
4562,48,2021-S12,"76286,00","254,00","3195,00","332,96","7,95","4188,19",0
4563,49,2021-S09,"815881,00","1475,00","20355,00","180,79","7,25","2494,85",0
4564,49,2021-S10,"815881,00","1526,00","22327,00","187,04","6,83","2736,55",0
4565,49,2021-S11,"815881,00","1730,00","26116,00","212,04","6,62","3200,96",0
4566,49,2021-S12,"815881,00","2133,00","32634,00","261,44","6,54","3999,85",0
4567,50,2021-S09,"490669,00","476,00","9772,00","97,01","4,87","1991,57",0
4568,50,2021-S10,"490669,00","477,00","10845,00","97,21","4,40","2210,25",0
4569,50,2021-S11,"490669,00","619,00","12121,00","126,15","5,11","2470,30",0
4570,50,2021-S12,"490669,00","922,00","14790,00","187,91","6,23","3014,25",0
4571,51,2021-S09,"563823,00","862,00","13048,00","152,88","6,61","2314,20",0
4572,51,2021-S10,"563823,00","1170,00","18027,00","207,51","6,49","3197,28",0
4573,51,2021-S11,"563823,00","1345,00","19919,00","238,55","6,75","3532,85",0
4574,51,2021-S12,"563823,00","1635,00","23058,00","289,98","7,09","4089,58",0
4575,52,2021-S09,"169250,00","219,00","3945,00","129,39","5,55","2330,87",0
4576,52,2021-S10,"169250,00","258,00","4887,00","152,44","5,28","2887,44",0
4577,52,2021-S11,"169250,00","320,00","5357,00","189,07","5,97","3165,14",0
4578,52,2021-S12,"169250,00","515,00","6561,00","304,28","7,85","3876,51",0
4579,53,2021-S09,"305365,00","335,00","5615,00","109,70","5,97","1838,78",0
4580,53,2021-S10,"305365,00","378,00","6730,00","123,79","5,62","2203,92",0
4581,53,2021-S11,"305365,00","490,00","8870,00","160,46","5,52","2904,72",0
4582,53,2021-S12,"305365,00","600,00","11405,00","196,49","5,26","3734,87",0
4583,54,2021-S09,"730398,00","1373,00","24039,00","187,98","5,71","3291,22",0
4584,54,2021-S10,"730398,00","1512,00","26139,00","207,01","5,78","3578,73",0
4585,54,2021-S11,"730398,00","1914,00","36151,00","262,05","5,29","4949,49",0
4586,54,2021-S12,"730398,00","2063,00","41358,00","282,45","4,99","5662,39",0
4587,55,2021-S09,"181641,00","266,00","4287,00","146,44","6,20","2360,15",0
4588,55,2021-S10,"181641,00","360,00","5503,00","198,19","6,54","3029,60",0
4589,55,2021-S11,"181641,00","489,00","6951,00","269,21","7,03","3826,78",0
4590,55,2021-S12,"181641,00","580,00","9465,00","319,31","6,13","5210,83",0
4591,56,2021-S09,"755566,00","723,00","15488,00","95,69","4,67","2049,85",0
4592,56,2021-S10,"755566,00","937,00","17380,00","124,01","5,39","2300,26",0
4593,56,2021-S11,"755566,00","1057,00","19270,00","139,90","5,49","2550,41",0
4594,56,2021-S12,"755566,00","1294,00","22805,00","171,26","5,67","3018,27",0
4595,57,2021-S09,"1035866,00","2403,00","48671,00","231,98","4,94","4698,58",0
4596,57,2021-S10,"1035866,00","2593,00","52719,00","250,32","4,92","5089,37",0
4597,57,2021-S11,"1035866,00","2843,00","62066,00","274,46","4,58","5991,70",0
4598,57,2021-S12,"1035866,00","2942,00","71892,00","284,01","4,09","6940,28",0
4599,58,2021-S09,"199596,00","311,00","5268,00","155,81","5,90","2639,33",0
4600,58,2021-S10,"199596,00","413,00","7240,00","206,92","5,70","3627,33",0
4601,58,2021-S11,"199596,00","592,00","8269,00","296,60","7,16","4142,87",0
4602,58,2021-S12,"199596,00","754,00","10020,00","377,76","7,52","5020,14",0
4603,59,2021-S09,"2588988,00","7350,00","88998,00","283,89","8,26","3437,56",0
4604,59,2021-S10,"2588988,00","8470,00","98466,00","327,15","8,60","3803,26",0
4605,59,2021-S11,"2588988,00","10050,00","121006,00","388,18","8,31","4673,87",0
4606,59,2021-S12,"2588988,00","11413,00","138080,00","440,83","8,27","5333,36",0
4607,60,2021-S09,"825077,00","2189,00","23039,00","265,31","9,50","2792,35",0
4608,60,2021-S10,"825077,00","2663,00","28183,00","322,76","9,45","3415,80",0
4609,60,2021-S11,"825077,00","3328,00","35082,00","403,36","9,49","4251,97",0
4610,60,2021-S12,"825077,00","4180,00","41164,00","506,62","10,15","4989,11",0
4611,61,2021-S09,"276903,00","437,00","6614,00","157,82","6,61","2388,56",0
4612,61,2021-S10,"276903,00","470,00","7878,00","169,73","5,97","2845,04",0
4613,61,2021-S11,"276903,00","687,00","9816,00","248,10","7,00","3544,92",0
4614,61,2021-S12,"276903,00","873,00","13358,00","315,27","6,54","4824,07",0
4615,62,2021-S09,"1452778,00","5094,00","53865,00","350,64","9,46","3707,72",0
4616,62,2021-S10,"1452778,00","5259,00","56196,00","362,00","9,36","3868,18",0
4617,62,2021-S11,"1452778,00","6426,00","66584,00","442,32","9,65","4583,22",0
4618,62,2021-S12,"1452778,00","7171,00","79352,00","493,61","9,04","5462,09",0
4619,63,2021-S09,"660240,00","935,00","18700,00","141,62","5,00","2832,30",0
4620,63,2021-S10,"660240,00","936,00","21701,00","141,77","4,31","3286,83",0
4621,63,2021-S11,"660240,00","1258,00","23777,00","190,54","5,29","3601,27",0
4622,63,2021-S12,"660240,00","1436,00","27088,00","217,50","5,30","4102,75",0
4623,64,2021-S09,"683169,00","263,00","16052,00","38,50","1,64","2349,64",0
4624,64,2021-S10,"683169,00","326,00","17378,00","47,72","1,88","2543,73",0
4625,64,2021-S11,"683169,00","467,00","18386,00","68,36","2,54","2691,28",0
4626,64,2021-S12,"683169,00","538,00","21369,00","78,75","2,52","3127,92",0
4627,65,2021-S09,"226839,00","174,00","4828,00","76,71","3,60","2128,38",0
4628,65,2021-S10,"226839,00","200,00","5766,00","88,17","3,47","2541,89",0
4629,65,2021-S11,"226839,00","314,00","7550,00","138,42","4,16","3328,35",0
4630,65,2021-S12,"226839,00","405,00","8844,00","178,54","4,58","3898,80",0
4631,66,2021-S09,"479000,00","308,00","12743,00","64,30","2,42","2660,33",0
4632,66,2021-S10,"479000,00","341,00","12357,00","71,19","2,76","2579,75",0
4633,66,2021-S11,"479000,00","668,00","15648,00","139,46","4,27","3266,81",0
4634,66,2021-S12,"479000,00","1155,00","19266,00","241,13","6,00","4022,13",0
4635,67,2021-S09,"1132607,00","1879,00","36297,00","165,90","5,18","3204,73",0
4636,67,2021-S10,"1132607,00","2087,00","41148,00","184,27","5,07","3633,03",0
4637,67,2021-S11,"1132607,00","2502,00","47363,00","220,91","5,28","4181,77",0
4638,67,2021-S12,"1132607,00","2880,00","59595,00","254,28","4,83","5261,75",0
4639,68,2021-S09,"763204,00","799,00","18202,00","104,69","4,39","2384,95",0
4640,68,2021-S10,"763204,00","942,00","21704,00","123,43","4,34","2843,80",0
4641,68,2021-S11,"763204,00","1165,00","23213,00","152,65","5,02","3041,52",0
4642,68,2021-S12,"763204,00","1379,00","29416,00","180,69","4,69","3854,28",0
4643,69,2021-S09,"1876051,00","4012,00","61446,00","213,85","6,53","3275,28",0
4644,69,2021-S10,"1876051,00","4937,00","69934,00","263,16","7,06","3727,72",0
4645,69,2021-S11,"1876051,00","6715,00","84964,00","357,93","7,90","4528,87",0
4646,69,2021-S12,"1876051,00","8683,00","97366,00","462,83","8,92","5189,94",0
4647,70,2021-S09,"233194,00","329,00","5715,00","141,08","5,76","2450,75",0
4648,70,2021-S10,"233194,00","339,00","6308,00","145,37","5,37","2705,04",0
4649,70,2021-S11,"233194,00","406,00","7590,00","174,10","5,35","3254,80",0
4650,70,2021-S12,"233194,00","439,00","8028,00","188,26","5,47","3442,63",0
4651,71,2021-S09,"547824,00","521,00","11740,00","95,10","4,44","2143,02",0
4652,71,2021-S10,"547824,00","619,00","12514,00","112,99","4,95","2284,31",0
4653,71,2021-S11,"547824,00","860,00","14162,00","156,98","6,07","2585,14",0
4654,71,2021-S12,"547824,00","1221,00","17403,00","222,88","7,02","3176,75",0
4655,72,2021-S09,"560227,00","824,00","13312,00","147,08","6,19","2376,18",0
4656,72,2021-S10,"560227,00","923,00","14427,00","164,75","6,40","2575,21",0
4657,72,2021-S11,"560227,00","1120,00","17510,00","199,92","6,40","3125,52",0
4658,72,2021-S12,"560227,00","1645,00","22369,00","293,63","7,35","3992,85",0
4659,73,2021-S09,"432548,00","647,00","11197,00","149,58","5,78","2588,61",0
4660,73,2021-S10,"432548,00","672,00","11995,00","155,36","5,60","2773,10",0
4661,73,2021-S11,"432548,00","1011,00","13680,00","233,73","7,39","3162,65",0
4662,73,2021-S12,"432548,00","1325,00","16161,00","306,32","8,20","3736,23",0
4663,74,2021-S09,"828405,00","1420,00","21867,00","171,41","6,49","2639,65",0
4664,74,2021-S10,"828405,00","1760,00","24473,00","212,46","7,19","2954,23",0
4665,74,2021-S11,"828405,00","2150,00","28329,00","259,53","7,59","3419,70",0
4666,74,2021-S12,"828405,00","2515,00","33004,00","303,60","7,62","3984,04",0
4667,75,2021-S09,"2148271,00","6049,00","108249,00","281,58","5,59","5038,89",0
4668,75,2021-S10,"2148271,00","7534,00","122751,00","350,70","6,14","5713,94",0
4669,75,2021-S11,"2148271,00","10153,00","143578,00","472,61","7,07","6683,42",0
4670,75,2021-S12,"2148271,00","11267,00","169201,00","524,47","6,66","7876,15",0
4671,76,2021-S09,"1243788,00","2351,00","31597,00","189,02","7,44","2540,38",0
4672,76,2021-S10,"1243788,00","2815,00","37536,00","226,32","7,50","3017,88",0
4673,76,2021-S11,"1243788,00","3751,00","46870,00","301,58","8,00","3768,33",0
4674,76,2021-S12,"1243788,00","4511,00","58773,00","362,68","7,68","4725,32",0
4675,77,2021-S09,"1423607,00","4418,00","45015,00","310,34","9,81","3162,04",0
4676,77,2021-S10,"1423607,00","5342,00","52720,00","375,24","10,13","3703,27",0
4677,77,2021-S11,"1423607,00","7522,00","67235,00","528,38","11,19","4722,86",0
4678,77,2021-S12,"1423607,00","9090,00","79529,00","638,52","11,43","5586,44",0
4679,78,2021-S09,"1448625,00","3311,00","43618,00","228,56","7,59","3010,99",0
4680,78,2021-S10,"1448625,00","4201,00","51645,00","290,00","8,13","3565,10",0
4681,78,2021-S11,"1448625,00","6482,00","63514,00","447,46","10,21","4384,43",0
4682,78,2021-S12,"1448625,00","7329,00","76111,00","505,93","9,63","5254,02",0
4683,79,2021-S09,"372627,00","578,00","11007,00","155,11","5,25","2953,89",0
4684,79,2021-S10,"372627,00","503,00","11812,00","134,99","4,26","3169,93",0
4685,79,2021-S11,"372627,00","748,00","12512,00","200,74","5,98","3357,78",0
4686,79,2021-S12,"372627,00","806,00","13901,00","216,30","5,80","3730,54",0
4687,80,2021-S09,"569769,00","1438,00","17172,00","252,38","8,37","3013,85",0
4688,80,2021-S10,"569769,00","1600,00","17948,00","280,82","8,91","3150,05",0
4689,80,2021-S11,"569769,00","2085,00","25591,00","365,94","8,15","4491,47",0
4690,80,2021-S12,"569769,00","2459,00","30798,00","431,58","7,98","5405,35",0
4691,81,2021-S09,"387898,00","580,00","9885,00","149,52","5,87","2548,35",0
4692,81,2021-S10,"387898,00","556,00","10287,00","143,34","5,40","2651,99",0
4693,81,2021-S11,"387898,00","668,00","11503,00","172,21","5,81","2965,47",0
4694,81,2021-S12,"387898,00","962,00","14768,00","248,00","6,51","3807,19",0
4695,82,2021-S09,"262618,00","292,00","6566,00","111,19","4,45","2500,21",0
4696,82,2021-S10,"262618,00","439,00","7974,00","167,16","5,51","3036,35",0
4697,82,2021-S11,"262618,00","513,00","9571,00","195,34","5,36","3644,46",0
4698,82,2021-S12,"262618,00","529,00","9708,00","201,43","5,45","3696,62",0
4699,83,2021-S09,"1073836,00","2814,00","37857,00","262,05","7,43","3525,40",0
4700,83,2021-S10,"1073836,00","3082,00","40586,00","287,01","7,59","3779,53",0
4701,83,2021-S11,"1073836,00","3332,00","43678,00","310,29","7,63","4067,47",0
4702,83,2021-S12,"1073836,00","4212,00","52232,00","392,24","8,06","4864,06",0
4703,84,2021-S09,"560997,00","1073,00","14015,00","191,27","7,66","2498,23",0
4704,84,2021-S10,"560997,00","1221,00","15349,00","217,65","7,95","2736,02",0
4705,84,2021-S11,"560997,00","1580,00","16658,00","281,64","9,48","2969,36",0
4706,84,2021-S12,"560997,00","2134,00","21070,00","380,39","10,13","3755,81",0
4707,85,2021-S09,"683187,00","812,00","17018,00","118,85","4,77","2490,97",0
4708,85,2021-S10,"683187,00","910,00","17606,00","133,20","5,17","2577,04",0
4709,85,2021-S11,"683187,00","1155,00","21340,00","169,06","5,41","3123,60",0
4710,85,2021-S12,"683187,00","1676,00","26727,00","245,32","6,27","3912,11",0
4711,86,2021-S09,"437398,00","742,00","14333,00","169,64","5,18","3276,88",0
4712,86,2021-S10,"437398,00","828,00","15998,00","189,30","5,18","3657,54",0
4713,86,2021-S11,"437398,00","921,00","15781,00","210,56","5,84","3607,93",0
4714,86,2021-S12,"437398,00","932,00","16586,00","213,08","5,62","3791,97",0
4715,87,2021-S09,"370774,00","353,00","9051,00","95,21","3,90","2441,11",0
4716,87,2021-S10,"370774,00","443,00","9848,00","119,48","4,50","2656,07",0
4717,87,2021-S11,"370774,00","571,00","11209,00","154,00","5,09","3023,14",0
4718,87,2021-S12,"370774,00","751,00","12560,00","202,55","5,98","3387,51",0
4719,88,2021-S09,"359520,00","406,00","7853,00","112,93","5,17","2184,30",0
4720,88,2021-S10,"359520,00","507,00","9583,00","141,02","5,29","2665,50",0
4721,88,2021-S11,"359520,00","600,00","12665,00","166,89","4,74","3522,75",0
4722,88,2021-S12,"359520,00","1023,00","15809,00","284,55","6,47","4397,25",0
4723,89,2021-S09,"332096,00","557,00","9292,00","167,72","5,99","2797,99",0
4724,89,2021-S10,"332096,00","584,00","10300,00","175,85","5,67","3101,51",0
4725,89,2021-S11,"332096,00","728,00","11648,00","219,21","6,25","3507,42",0
4726,89,2021-S12,"332096,00","812,00","12465,00","244,51","6,51","3753,43",0
4727,90,2021-S09,"140145,00","103,00","2635,00","73,50","3,91","1880,20",0
4728,90,2021-S10,"140145,00","195,00","3617,00","139,14","5,39","2580,90",0
4729,90,2021-S11,"140145,00","248,00","4527,00","176,96","5,48","3230,23",0
4730,90,2021-S12,"140145,00","358,00","4966,00","255,45","7,21","3543,47",0
4731,91,2021-S09,"1319401,00","3610,00","39332,00","273,61","9,18","2981,05",0
4732,91,2021-S10,"1319401,00","4456,00","47491,00","337,73","9,38","3599,44",0
4733,91,2021-S11,"1319401,00","6081,00","54836,00","460,89","11,09","4156,13",0
4734,91,2021-S12,"1319401,00","7145,00","64970,00","541,53","11,00","4924,20",0
4735,92,2021-S09,"1613762,00","4092,00","61066,00","253,57","6,70","3784,08",0
4736,92,2021-S10,"1613762,00","5184,00","68282,00","321,24","7,59","4231,23",0
4737,92,2021-S11,"1613762,00","6952,00","82343,00","430,79","8,44","5102,55",0
4738,92,2021-S12,"1613762,00","8097,00","96916,00","501,75","8,35","6005,59",0
4739,93,2021-S09,"1670149,00","6292,00","53385,00","376,73","11,79","3196,42",0
4740,93,2021-S10,"1670149,00","7835,00","66793,00","469,12","11,73","3999,22",0
4741,93,2021-S11,"1670149,00","10786,00","82466,00","645,81","13,08","4937,64",0
4742,93,2021-S12,"1670149,00","12014,00","94352,00","719,34","12,73","5649,32",0
4743,94,2021-S09,"1406041,00","4911,00","48360,00","349,28","10,16","3439,44",0
4744,94,2021-S10,"1406041,00","5929,00","57476,00","421,68","10,32","4087,79",0
4745,94,2021-S11,"1406041,00","7538,00","71884,00","536,12","10,49","5112,51",0
4746,94,2021-S12,"1406041,00","8889,00","84167,00","632,20","10,56","5986,10",0
4747,95,2021-S09,"1248354,00","3983,00","38042,00","319,06","10,47","3047,37",0
4748,95,2021-S10,"1248354,00","5446,00","48849,00","436,25","11,15","3913,07",0
4749,95,2021-S11,"1248354,00","7789,00","63610,00","623,94","12,24","5095,51",0
4750,95,2021-S12,"1248354,00","9185,00","76455,00","735,77","12,01","6124,46",0
4751,971,2021-S09,"376879,00","368,00","4834,00","97,64","7,61","1282,64",0
4752,971,2021-S10,"376879,00","265,00","4290,00","70,31","6,18","1138,30",0
4753,971,2021-S11,"376879,00","354,00","4432,00","93,93","7,99","1175,97",0
4754,971,2021-S12,"376879,00","357,00","4779,00","94,73","7,47","1268,05",0
4755,972,2021-S09,"358749,00","104,00","3816,00","28,99","2,73","1063,70",0
4756,972,2021-S10,"358749,00","213,00","4500,00","59,37","4,73","1254,36",0
4757,972,2021-S11,"358749,00","371,00","5610,00","103,41","6,61","1563,77",0
4758,972,2021-S12,"358749,00","571,00","7553,00","159,16","7,56","2105,37",0
4759,973,2021-S09,"290691,00","65,00","3208,00","22,36","2,03","1103,58",0
4760,973,2021-S10,"290691,00","53,00","3078,00","18,23","1,72","1058,86",0
4761,973,2021-S11,"290691,00","85,00","3263,00","29,24","2,60","1122,50",0
4762,973,2021-S12,"290691,00","159,00","3685,00","54,70","4,31","1267,67",0
4763,974,2021-S09,"859959,00","980,00","23211,00","113,96","4,22","2699,08",0
4764,974,2021-S10,"859959,00","906,00","18205,00","105,35","4,98","2116,96",0
4765,974,2021-S11,"859959,00","927,00","17373,00","107,80","5,34","2020,21",0
4766,974,2021-S12,"859959,00","1014,00","19228,00","117,91","5,27","2235,92",0
4767,976,2021-S09,"279471,00","595,00","4697,00","212,90","12,67","1680,68",0
4768,976,2021-S10,"279471,00","502,00","4952,00","179,63","10,14","1771,92",0
4769,976,2021-S11,"279471,00","254,00","3525,00","90,89","7,21","1261,31",0
4770,976,2021-S12,"279471,00","165,00","3162,00","59,04","5,22","1131,42",0
4771,978,2021-S09,"35334,00","24,00","697,00","67,92","3,44","1972,60",0
4772,978,2021-S10,"35334,00","21,00","723,00","59,43","2,90","2046,19",0
4773,978,2021-S11,"35334,00","23,00","827,00","65,09","2,78","2340,52",0
4774,978,2021-S12,"35334,00","27,00","1015,00","76,41","2,66","2872,59",0
4775,975,2021-S09,"5997,00","0,00","14,00","0,00","0,00","233,45",0
4776,975,2021-S10,"5997,00","1,00","16,00","16,68","6,25","266,80",0
4777,975,2021-S11,"5997,00","1,00","14,00","16,68","7,14","233,45",0
4778,975,2021-S12,"5997,00","0,00","13,00","0,00","0,00","216,78",0
4779,977,2021-S09,"9961,00","55,00","975,00","552,15","5,64","9788,17",0
4780,977,2021-S10,"9961,00","52,00","1123,00","522,04","4,63","11273,97",0
4781,977,2021-S11,"9961,00","77,00","1033,00","773,01","7,45","10370,44",0
4782,977,2021-S12,"9961,00","48,00","1158,00","481,88","4,15","11625,34",0
4783,1,2021-S13,"656955,00","2468,00","31914,00","375,67","7,73","4857,87",0
4784,1,2021-S14,"656955,00","1914,00","19365,00","291,34","9,88","2947,69",0
4785,1,2021-S15,"656955,00","1904,00","17274,00","289,82","11,02","2629,40",0
4786,1,2021-S16,"656955,00","1635,00","13786,00","248,88","11,86","2098,47",0
4787,2,2021-S13,"526050,00","2158,00","27764,00","410,23","7,77","5277,83",0
4788,2,2021-S14,"526050,00","1752,00","18337,00","333,05","9,55","3485,79",0
4789,2,2021-S15,"526050,00","1848,00","16067,00","351,30","11,50","3054,27",0
4790,2,2021-S16,"526050,00","1584,00","13812,00","301,11","11,47","2625,61",0
4791,3,2021-S13,"331315,00","802,00","13063,00","242,07","6,14","3942,77",0
4792,3,2021-S14,"331315,00","689,00","9091,00","207,96","7,58","2743,91",0
4793,3,2021-S15,"331315,00","796,00","8167,00","240,25","9,75","2465,03",0
4794,3,2021-S16,"331315,00","720,00","7342,00","217,32","9,81","2216,02",0
4795,4,2021-S13,"165197,00","635,00","9249,00","384,39","6,87","5598,77",0
4796,4,2021-S14,"165197,00","472,00","6000,00","285,72","7,87","3632,03",0
4797,4,2021-S15,"165197,00","436,00","5546,00","263,93","7,86","3357,20",0
4798,4,2021-S16,"165197,00","359,00","4613,00","217,32","7,78","2792,42",0
4799,5,2021-S13,"141756,00","464,00","7181,00","327,32","6,46","5065,75",0
4800,5,2021-S14,"141756,00","355,00","4388,00","250,43","8,09","3095,46",0
4801,5,2021-S15,"141756,00","312,00","3927,00","220,10","7,94","2770,25",0
4802,5,2021-S16,"141756,00","271,00","3415,00","191,17","7,94","2409,07",0
4803,6,2021-S13,"1079396,00","4001,00","66776,00","370,67","5,99","6186,42",0
4804,6,2021-S14,"1079396,00","2562,00","43701,00","237,35","5,86","4048,65",0
4805,6,2021-S15,"1079396,00","1914,00","38840,00","177,32","4,93","3598,31",0
4806,6,2021-S16,"1079396,00","1530,00","35403,00","141,75","4,32","3279,89",0
4807,7,2021-S13,"326875,00","643,00","11726,00","196,71","5,48","3587,30",0
4808,7,2021-S14,"326875,00","749,00","8437,00","229,14","8,88","2581,11",0
4809,7,2021-S15,"326875,00","701,00","7585,00","214,46","9,24","2320,46",0
4810,7,2021-S16,"326875,00","669,00","6800,00","204,67","9,84","2080,31",0
4811,8,2021-S13,"265531,00","875,00","12966,00","329,53","6,75","4883,05",0
4812,8,2021-S14,"265531,00","720,00","9376,00","271,15","7,68","3531,04",0
4813,8,2021-S15,"265531,00","800,00","9047,00","301,28","8,84","3407,14",0
4814,8,2021-S16,"265531,00","759,00","7769,00","285,84","9,77","2925,84",0
4815,9,2021-S13,"152398,00","313,00","6669,00","205,38","4,69","4376,04",0
4816,9,2021-S14,"152398,00","291,00","4568,00","190,95","6,37","2997,41",0
4817,9,2021-S15,"152398,00","275,00","4412,00","180,45","6,23","2895,05",0
4818,9,2021-S16,"152398,00","328,00","4358,00","215,23","7,53","2859,62",0
4819,10,2021-S13,"309907,00","1381,00","18183,00","445,62","7,60","5867,24",0
4820,10,2021-S14,"309907,00","848,00","11115,00","273,63","7,63","3586,56",0
4821,10,2021-S15,"309907,00","830,00","9101,00","267,82","9,12","2936,69",0
4822,10,2021-S16,"309907,00","752,00","8128,00","242,65","9,25","2622,72",0
4823,11,2021-S13,"372705,00","934,00","23050,00","250,60","4,05","6184,52",0
4824,11,2021-S14,"372705,00","764,00","15112,00","204,99","5,06","4054,68",0
4825,11,2021-S15,"372705,00","760,00","13491,00","203,91","5,63","3619,75",0
4826,11,2021-S16,"372705,00","851,00","12715,00","228,33","6,69","3411,55",0
4827,12,2021-S13,"278360,00","791,00","14557,00","284,16","5,43","5229,56",0
4828,12,2021-S14,"278360,00","690,00","10172,00","247,88","6,78","3654,26",0
4829,12,2021-S15,"278360,00","548,00","8413,00","196,87","6,51","3022,34",0
4830,12,2021-S16,"278360,00","449,00","6869,00","161,30","6,54","2467,67",0
4831,13,2021-S13,"2034469,00","9879,00","133996,00","485,58","7,37","6586,29",0
4832,13,2021-S14,"2034469,00","8138,00","98854,00","400,01","8,23","4858,96",0
4833,13,2021-S15,"2034469,00","8523,00","94328,00","418,93","9,04","4636,49",0
4834,13,2021-S16,"2034469,00","8005,00","87578,00","393,47","9,14","4304,71",0
4835,14,2021-S13,"691453,00","1605,00","33284,00","232,12","4,82","4813,63",0
4836,14,2021-S14,"691453,00","1395,00","21729,00","201,75","6,42","3142,51",0
4837,14,2021-S15,"691453,00","1489,00","21312,00","215,34","6,99","3082,21",0
4838,14,2021-S16,"691453,00","1488,00","19476,00","215,20","7,64","2816,68",0
4839,15,2021-S13,"142811,00","242,00","5692,00","169,45","4,25","3985,69",0
4840,15,2021-S14,"142811,00","264,00","4572,00","184,86","5,77","3201,43",0
4841,15,2021-S15,"142811,00","280,00","4238,00","196,06","6,61","2967,56",0
4842,15,2021-S16,"142811,00","251,00","3614,00","175,76","6,95","2530,62",0
4843,16,2021-S13,"348180,00","758,00","13002,00","217,70","5,83","3734,28",0
4844,16,2021-S14,"348180,00","594,00","9455,00","170,60","6,28","2715,55",0
4845,16,2021-S15,"348180,00","543,00","8097,00","155,95","6,71","2325,52",0
4846,16,2021-S16,"348180,00","443,00","6930,00","127,23","6,39","1990,35",0
4847,17,2021-S13,"647080,00","1056,00","26025,00","163,19","4,06","4021,91",0
4848,17,2021-S14,"647080,00","1116,00","21023,00","172,47","5,31","3248,90",0
4849,17,2021-S15,"647080,00","979,00","19228,00","151,30","5,09","2971,50",0
4850,17,2021-S16,"647080,00","808,00","15289,00","124,87","5,28","2362,77",0
4851,18,2021-S13,"296404,00","885,00","11492,00","298,58","7,70","3877,14",0
4852,18,2021-S14,"296404,00","632,00","8452,00","213,22","7,48","2851,51",0
4853,18,2021-S15,"296404,00","736,00","8016,00","248,31","9,18","2704,42",0
4854,18,2021-S16,"296404,00","657,00","7172,00","221,66","9,16","2419,67",0
4855,19,2021-S13,"240336,00","573,00","10195,00","238,42","5,62","4241,98",0
4856,19,2021-S14,"240336,00","444,00","6462,00","184,74","6,87","2688,74",0
4857,19,2021-S15,"240336,00","560,00","6357,00","233,01","8,81","2645,05",0
4858,19,2021-S16,"240336,00","453,00","5833,00","188,49","7,77","2427,02",0
4859,21,2021-S13,"532886,00","1287,00","22200,00","241,52","5,80","4165,99",0
4860,21,2021-S14,"532886,00","1195,00","15431,00","224,25","7,74","2895,74",0
4861,21,2021-S15,"532886,00","1148,00","14131,00","215,43","8,12","2651,79",0
4862,21,2021-S16,"532886,00","1292,00","13087,00","242,45","9,87","2455,87",0
4863,22,2021-S13,"596186,00","1099,00","24406,00","184,34","4,50","4093,69",0
4864,22,2021-S14,"596186,00","1015,00","17317,00","170,25","5,86","2904,63",0
4865,22,2021-S15,"596186,00","1234,00","16111,00","206,98","7,66","2702,34",0
4866,22,2021-S16,"596186,00","947,00","14440,00","158,84","6,56","2422,06",0
4867,23,2021-S13,"116270,00","84,00","3405,00","72,25","2,47","2928,53",0
4868,23,2021-S14,"116270,00","106,00","2704,00","91,17","3,92","2325,62",0
4869,23,2021-S15,"116270,00","212,00","3511,00","182,33","6,04","3019,70",0
