,dep,semaine,pop,P,T,Ti,Tp,Td,cl_age90
4870,23,2021-S16,"116270,00","162,00","3609,00","139,33","4,49","3103,98",0
4871,24,2021-S13,"408393,00","1137,00","18157,00","278,41","6,26","4445,96",0
4872,24,2021-S14,"408393,00","847,00","12004,00","207,40","7,06","2939,33",0
4873,24,2021-S15,"408393,00","844,00","10824,00","206,66","7,80","2650,39",0
4874,24,2021-S16,"408393,00","751,00","10266,00","183,89","7,32","2513,76",0
4875,25,2021-S13,"539449,00","2371,00","28742,00","439,52","8,25","5328,03",0
4876,25,2021-S14,"539449,00","1979,00","18151,00","366,86","10,90","3364,73",0
4877,25,2021-S15,"539449,00","1789,00","15539,00","331,63","11,51","2880,53",0
4878,25,2021-S16,"539449,00","1628,00","13396,00","301,79","12,15","2483,27",0
4879,26,2021-S13,"520560,00","1465,00","22631,00","281,43","6,47","4347,43",0
4880,26,2021-S14,"520560,00","1270,00","14953,00","243,97","8,49","2872,48",0
4881,26,2021-S15,"520560,00","1256,00","12865,00","241,28","9,76","2471,38",0
4882,26,2021-S16,"520560,00","1141,00","11161,00","219,19","10,22","2144,04",0
4883,27,2021-S13,"600687,00","2233,00","29399,00","371,74","7,60","4894,23",0
4884,27,2021-S14,"600687,00","1815,00","19769,00","302,15","9,18","3291,06",0
4885,27,2021-S15,"600687,00","1631,00","16921,00","271,52","9,64","2816,94",0
4886,27,2021-S16,"600687,00","1532,00","14499,00","255,04","10,57","2413,74",0
4887,28,2021-S13,"429425,00","1390,00","17605,00","323,69","7,90","4099,67",0
4888,28,2021-S14,"429425,00","1207,00","12991,00","281,07","9,29","3025,21",0
4889,28,2021-S15,"429425,00","1220,00","11807,00","284,10","10,33","2749,49",0
4890,28,2021-S16,"429425,00","919,00","10103,00","214,01","9,10","2352,68",0
4891,29,2021-S13,"906554,00","744,00","28643,00","82,07","2,60","3159,55",0
4892,29,2021-S14,"906554,00","661,00","20846,00","72,91","3,17","2299,48",0
4893,29,2021-S15,"906554,00","747,00","19943,00","82,40","3,75","2199,87",0
4894,29,2021-S16,"906554,00","754,00","18295,00","83,17","4,12","2018,08",0
4895,2A,2021-S13,"162421,00","270,00","9649,00","166,23","2,80","5940,73",0
4896,2A,2021-S14,"162421,00","192,00","6843,00","118,21","2,81","4213,13",0
4897,2A,2021-S15,"162421,00","247,00","7003,00","152,07","3,53","4311,63",0
4898,2A,2021-S16,"162421,00","188,00","6533,00","115,75","2,88","4022,26",0
4899,2B,2021-S13,"182258,00","236,00","8592,00","129,49","2,75","4714,20",0
4900,2B,2021-S14,"182258,00","246,00","7012,00","134,97","3,51","3847,29",0
4901,2B,2021-S15,"182258,00","292,00","7179,00","160,21","4,07","3938,92",0
4902,2B,2021-S16,"182258,00","242,00","6417,00","132,78","3,77","3520,83",0
4903,30,2021-S13,"748468,00","2700,00","36450,00","360,74","7,41","4869,95",0
4904,30,2021-S14,"748468,00","2315,00","26728,00","309,30","8,66","3571,03",0
4905,30,2021-S15,"748468,00","2429,00","25021,00","324,53","9,71","3342,96",0
4906,30,2021-S16,"748468,00","2269,00","21935,00","303,15","10,34","2930,65",0
4907,31,2021-S13,"1400935,00","3631,00","75350,00","259,18","4,82","5378,55",0
4908,31,2021-S14,"1400935,00","2780,00","46630,00","198,44","5,96","3328,49",0
4909,31,2021-S15,"1400935,00","2583,00","42087,00","184,38","6,14","3004,21",0
4910,31,2021-S16,"1400935,00","2647,00","35488,00","188,95","7,46","2533,17",0
4911,32,2021-S13,"190040,00","327,00","7941,00","172,07","4,12","4178,59",0
4912,32,2021-S14,"190040,00","263,00","4916,00","138,39","5,35","2586,82",0
4913,32,2021-S15,"190040,00","188,00","4001,00","98,93","4,70","2105,35",0
4914,32,2021-S16,"190040,00","188,00","3867,00","98,93","4,86","2034,83",0
4915,33,2021-S13,"1633440,00","3945,00","78028,00","241,51","5,06","4776,91",0
4916,33,2021-S14,"1633440,00","3137,00","50024,00","192,05","6,27","3062,49",0
4917,33,2021-S15,"1633440,00","3041,00","44076,00","186,17","6,90","2698,35",0
4918,33,2021-S16,"1633440,00","2693,00","37146,00","164,87","7,25","2274,10",0
4919,34,2021-S13,"1176145,00","3876,00","61568,00","329,55","6,30","5234,73",0
4920,34,2021-S14,"1176145,00","3170,00","44520,00","269,52","7,12","3785,25",0
4921,34,2021-S15,"1176145,00","3356,00","41119,00","285,34","8,16","3496,08",0
4922,34,2021-S16,"1176145,00","2869,00","35828,00","243,93","8,01","3046,22",0
4923,35,2021-S13,"1082073,00","3087,00","49715,00","285,29","6,21","4594,42",0
4924,35,2021-S14,"1082073,00","2663,00","36319,00","246,10","7,33","3356,43",0
4925,35,2021-S15,"1082073,00","2935,00","32972,00","271,24","8,90","3047,11",0
4926,35,2021-S16,"1082073,00","2484,00","28710,00","229,56","8,65","2653,24",0
4927,36,2021-S13,"217139,00","408,00","6867,00","187,90","5,94","3162,49",0
4928,36,2021-S14,"217139,00","389,00","4779,00","179,15","8,14","2200,89",0
4929,36,2021-S15,"217139,00","398,00","4640,00","183,29","8,58","2136,88",0
4930,36,2021-S16,"217139,00","408,00","4902,00","187,90","8,32","2257,54",0
4931,37,2021-S13,"605380,00","2113,00","28382,00","349,04","7,44","4688,29",0
4932,37,2021-S14,"605380,00","1793,00","20099,00","296,18","8,92","3320,06",0
4933,37,2021-S15,"605380,00","1869,00","18626,00","308,73","10,03","3076,75",0
4934,37,2021-S16,"605380,00","1595,00","16736,00","263,47","9,53","2764,54",0
4935,38,2021-S13,"1264979,00","4520,00","54517,00","357,32","8,29","4309,72",0
4936,38,2021-S14,"1264979,00","3458,00","36265,00","273,36","9,54","2866,85",0
4937,38,2021-S15,"1264979,00","3403,00","32463,00","269,02","10,48","2566,29",0
4938,38,2021-S16,"1264979,00","2997,00","26752,00","236,92","11,20","2114,82",0
4939,39,2021-S13,"257849,00","867,00","12974,00","336,24","6,68","5031,63",0
4940,39,2021-S14,"257849,00","719,00","8572,00","278,85","8,39","3324,43",0
4941,39,2021-S15,"257849,00","690,00","7400,00","267,60","9,32","2869,90",0
4942,39,2021-S16,"257849,00","607,00","6472,00","235,41","9,38","2510,00",0
4943,40,2021-S13,"411979,00","375,00","14089,00","91,02","2,66","3419,83",0
4944,40,2021-S14,"411979,00","399,00","9292,00","96,85","4,29","2255,45",0
4945,40,2021-S15,"411979,00","472,00","9140,00","114,57","5,16","2218,56",0
4946,40,2021-S16,"411979,00","377,00","8296,00","91,51","4,54","2013,69",0
4947,41,2021-S13,"327835,00","990,00","13663,00","301,98","7,25","4167,65",0
4948,41,2021-S14,"327835,00","828,00","9501,00","252,57","8,71","2898,10",0
4949,41,2021-S15,"327835,00","858,00","8641,00","261,72","9,93","2635,78",0
4950,41,2021-S16,"327835,00","868,00","7954,00","264,77","10,91","2426,22",0
4951,42,2021-S13,"764737,00","3152,00","37474,00","412,17","8,41","4900,25",0
4952,42,2021-S14,"764737,00","2958,00","26680,00","386,80","11,09","3488,78",0
4953,42,2021-S15,"764737,00","2834,00","23393,00","370,58","12,11","3058,96",0
4954,42,2021-S16,"764737,00","2703,00","20415,00","353,45","13,24","2669,55",0
4955,43,2021-S13,"226901,00","734,00","9534,00","323,49","7,70","4201,83",0
4956,43,2021-S14,"226901,00","734,00","6867,00","323,49","10,69","3026,43",0
4957,43,2021-S15,"226901,00","676,00","5993,00","297,93","11,28","2641,24",0
4958,43,2021-S16,"226901,00","796,00","5883,00","350,81","13,53","2592,76",0
4959,44,2021-S13,"1437137,00","3568,00","66152,00","248,27","5,39","4603,04",0
4960,44,2021-S14,"1437137,00","3094,00","44255,00","215,29","6,99","3079,39",0
4961,44,2021-S15,"1437137,00","3206,00","39733,00","223,08","8,07","2764,73",0
4962,44,2021-S16,"1437137,00","2884,00","35216,00","200,68","8,19","2450,43",0
4963,45,2021-S13,"682890,00","1996,00","28051,00","292,29","7,12","4107,69",0
4964,45,2021-S14,"682890,00","1789,00","20237,00","261,97","8,84","2963,43",0
4965,45,2021-S15,"682890,00","1843,00","19107,00","269,88","9,65","2797,96",0
4966,45,2021-S16,"682890,00","1768,00","17571,00","258,90","10,06","2573,04",0
4967,46,2021-S13,"173166,00","266,00","6132,00","153,61","4,34","3541,11",0
4968,46,2021-S14,"173166,00","245,00","4520,00","141,48","5,42","2610,21",0
4969,46,2021-S15,"173166,00","305,00","4167,00","176,13","7,32","2406,36",0
4970,46,2021-S16,"173166,00","245,00","4041,00","141,48","6,06","2333,60",0
4971,47,2021-S13,"330336,00","564,00","12772,00","170,74","4,42","3866,37",0
4972,47,2021-S14,"330336,00","512,00","8470,00","154,99","6,04","2564,06",0
4973,47,2021-S15,"330336,00","574,00","8275,00","173,76","6,94","2505,03",0
4974,47,2021-S16,"330336,00","503,00","8283,00","152,27","6,07","2507,45",0
4975,48,2021-S13,"76286,00","263,00","3823,00","344,76","6,88","5011,40",0
4976,48,2021-S14,"76286,00","284,00","3313,00","372,28","8,57","4342,87",0
4977,48,2021-S15,"76286,00","219,00","2319,00","287,08","9,44","3039,88",0
4978,48,2021-S16,"76286,00","170,00","1916,00","222,85","8,87","2511,60",0
4979,49,2021-S13,"815881,00","2409,00","38845,00","295,26","6,20","4761,11",0
4980,49,2021-S14,"815881,00","2011,00","25979,00","246,48","7,74","3184,17",0
4981,49,2021-S15,"815881,00","1944,00","23624,00","238,27","8,23","2895,52",0
4982,49,2021-S16,"815881,00","1788,00","20818,00","219,15","8,59","2551,60",0
4983,50,2021-S13,"490669,00","1101,00","18679,00","224,39","5,89","3806,84",0
4984,50,2021-S14,"490669,00","1044,00","13959,00","212,77","7,48","2844,89",0
4985,50,2021-S15,"490669,00","1100,00","13413,00","224,18","8,20","2733,61",0
4986,50,2021-S16,"490669,00","1093,00","12855,00","222,76","8,50","2619,89",0
4987,51,2021-S13,"563823,00","1927,00","28498,00","341,77","6,76","5054,42",0
4988,51,2021-S14,"563823,00","1565,00","17685,00","277,57","8,85","3136,62",0
4989,51,2021-S15,"563823,00","1745,00","17219,00","309,49","10,13","3053,97",0
4990,51,2021-S16,"563823,00","1498,00","14649,00","265,69","10,23","2598,16",0
4991,52,2021-S13,"169250,00","542,00","8023,00","320,24","6,76","4740,33",0
4992,52,2021-S14,"169250,00","523,00","5954,00","309,01","8,78","3517,87",0
4993,52,2021-S15,"169250,00","523,00","5379,00","309,01","9,72","3178,14",0
4994,52,2021-S16,"169250,00","581,00","5309,00","343,28","10,94","3136,78",0
4995,53,2021-S13,"305365,00","633,00","12453,00","207,29","5,08","4078,07",0
4996,53,2021-S14,"305365,00","548,00","8043,00","179,46","6,81","2633,90",0
4997,53,2021-S15,"305365,00","736,00","7964,00","241,02","9,24","2608,03",0
4998,53,2021-S16,"305365,00","695,00","7285,00","227,60","9,54","2385,67",0
4999,54,2021-S13,"730398,00","2236,00","46587,00","306,13","4,80","6378,30",0
5000,54,2021-S14,"730398,00","2162,00","29027,00","296,00","7,45","3974,13",0
5001,54,2021-S15,"730398,00","2188,00","27561,00","299,56","7,94","3773,42",0
5002,54,2021-S16,"730398,00","1726,00","23975,00","236,31","7,20","3282,46",0
5003,55,2021-S13,"181641,00","640,00","9813,00","352,34","6,52","5402,41",0
5004,55,2021-S14,"181641,00","562,00","6379,00","309,40","8,81","3511,87",0
5005,55,2021-S15,"181641,00","503,00","5763,00","276,92","8,73","3172,74",0
5006,55,2021-S16,"181641,00","488,00","4803,00","268,66","10,16","2644,23",0
5007,56,2021-S13,"755566,00","1488,00","27401,00","196,94","5,43","3626,55",0
5008,56,2021-S14,"755566,00","1290,00","20167,00","170,73","6,40","2669,12",0
5009,56,2021-S15,"755566,00","1376,00","18524,00","182,12","7,43","2451,67",0
5010,56,2021-S16,"755566,00","1390,00","17345,00","183,97","8,01","2295,63",0
5011,57,2021-S13,"1035866,00","2856,00","66235,00","275,71","4,31","6394,17",0
5012,57,2021-S14,"1035866,00","2706,00","49050,00","261,23","5,52","4735,17",0
5013,57,2021-S15,"1035866,00","2316,00","46555,00","223,58","4,97","4494,31",0
5014,57,2021-S16,"1035866,00","1884,00","42125,00","181,88","4,47","4066,65",0
5015,58,2021-S13,"199596,00","757,00","9813,00","379,27","7,71","4916,43",0
5016,58,2021-S14,"199596,00","699,00","7342,00","350,21","9,52","3678,43",0
5017,58,2021-S15,"199596,00","582,00","6165,00","291,59","9,44","3088,74",0
5018,58,2021-S16,"199596,00","471,00","4986,00","235,98","9,45","2498,05",0
5019,59,2021-S13,"2588988,00","10897,00","157818,00","420,90","6,90","6095,74",0
5020,59,2021-S14,"2588988,00","9211,00","104056,00","355,78","8,85","4019,18",0
5021,59,2021-S15,"2588988,00","9260,00","91127,00","357,67","10,16","3519,79",0
5022,59,2021-S16,"2588988,00","8015,00","82995,00","309,58","9,66","3205,69",0
5023,60,2021-S13,"825077,00","4469,00","47442,00","541,65","9,42","5750,01",0
5024,60,2021-S14,"825077,00","3457,00","30990,00","418,99","11,16","3756,01",0
5025,60,2021-S15,"825077,00","3432,00","27141,00","415,96","12,65","3289,51",0
5026,60,2021-S16,"825077,00","3228,00","23752,00","391,24","13,59","2878,76",0
5027,61,2021-S13,"276903,00","816,00","14295,00","294,69","5,71","5162,46",0
5028,61,2021-S14,"276903,00","875,00","10349,00","316,00","8,45","3737,41",0
5029,61,2021-S15,"276903,00","908,00","9718,00","327,91","9,34","3509,53",0
5030,61,2021-S16,"276903,00","707,00","8227,00","255,32","8,59","2971,08",0
5031,62,2021-S13,"1452778,00","6383,00","84805,00","439,37","7,53","5837,44",0
5032,62,2021-S14,"1452778,00","5046,00","55329,00","347,33","9,12","3808,50",0
5033,62,2021-S15,"1452778,00","4777,00","47019,00","328,82","10,16","3236,49",0
5034,62,2021-S16,"1452778,00","4257,00","41070,00","293,02","10,37","2827,00",0
5035,63,2021-S13,"660240,00","1879,00","32780,00","284,59","5,73","4964,86",0
5036,63,2021-S14,"660240,00","1944,00","22620,00","294,44","8,59","3426,03",0
5037,63,2021-S15,"660240,00","1905,00","19672,00","288,53","9,68","2979,52",0
5038,63,2021-S16,"660240,00","1752,00","18114,00","265,36","9,67","2743,55",0
5039,64,2021-S13,"683169,00","677,00","27016,00","99,10","2,51","3954,51",0
5040,64,2021-S14,"683169,00","546,00","17788,00","79,92","3,07","2603,75",0
5041,64,2021-S15,"683169,00","647,00","15887,00","94,71","4,07","2325,49",0
5042,64,2021-S16,"683169,00","598,00","14547,00","87,53","4,11","2129,34",0
5043,65,2021-S13,"226839,00","382,00","10016,00","168,40","3,81","4415,47",0
5044,65,2021-S14,"226839,00","329,00","5605,00","145,04","5,87","2470,92",0
5045,65,2021-S15,"226839,00","360,00","5465,00","158,70","6,59","2409,20",0
5046,65,2021-S16,"226839,00","220,00","4311,00","96,99","5,10","1900,47",0
5047,66,2021-S13,"479000,00","1373,00","26955,00","286,64","5,09","5627,35",0
5048,66,2021-S14,"479000,00","1067,00","17974,00","222,76","5,94","3752,40",0
5049,66,2021-S15,"479000,00","890,00","16829,00","185,80","5,29","3513,36",0
5050,66,2021-S16,"479000,00","835,00","15157,00","174,32","5,51","3164,30",0
5051,67,2021-S13,"1132607,00","2914,00","69200,00","257,28","4,21","6109,80",0
5052,67,2021-S14,"1132607,00","3239,00","53370,00","285,98","6,07","4712,14",0
5053,67,2021-S15,"1132607,00","3048,00","49281,00","269,11","6,18","4351,11",0
5054,67,2021-S16,"1132607,00","2800,00","44723,00","247,22","6,26","3948,68",0
5055,68,2021-S13,"763204,00","1559,00","35813,00","204,27","4,35","4692,45",0
5056,68,2021-S14,"763204,00","1673,00","26106,00","219,21","6,41","3420,58",0
5057,68,2021-S15,"763204,00","1625,00","24003,00","212,92","6,77","3145,03",0
5058,68,2021-S16,"763204,00","1506,00","21992,00","197,33","6,85","2881,54",0
5059,69,2021-S13,"1876051,00","9457,00","114797,00","504,09","8,24","6119,08",0
5060,69,2021-S14,"1876051,00","7480,00","73771,00","398,71","10,14","3932,25",0
5061,69,2021-S15,"1876051,00","7200,00","62494,00","383,78","11,52","3331,15",0
5062,69,2021-S16,"1876051,00","6251,00","52132,00","333,20","11,99","2778,82",0
5063,70,2021-S13,"233194,00","491,00","8705,00","210,55","5,64","3732,94",0
5064,70,2021-S14,"233194,00","484,00","5945,00","207,55","8,14","2549,38",0
5065,70,2021-S15,"233194,00","535,00","5381,00","229,42","9,94","2307,52",0
5066,70,2021-S16,"233194,00","476,00","4725,00","204,12","10,07","2026,21",0
5067,71,2021-S13,"547824,00","1440,00","20915,00","262,86","6,89","3817,83",0
5068,71,2021-S14,"547824,00","1213,00","14921,00","221,42","8,13","2723,68",0
5069,71,2021-S15,"547824,00","1304,00","13617,00","238,03","9,58","2485,65",0
5070,71,2021-S16,"547824,00","1182,00","12157,00","215,76","9,72","2219,14",0
5071,72,2021-S13,"560227,00","1939,00","27398,00","346,11","7,08","4890,52",0
5072,72,2021-S14,"560227,00","1995,00","22260,00","356,11","8,96","3973,39",0
5073,72,2021-S15,"560227,00","2230,00","21347,00","398,05","10,45","3810,42",0
5074,72,2021-S16,"560227,00","1965,00","19345,00","350,75","10,16","3453,06",0
5075,73,2021-S13,"432548,00","1347,00","18148,00","311,41","7,42","4195,60",0
5076,73,2021-S14,"432548,00","1225,00","12683,00","283,21","9,66","2932,16",0
5077,73,2021-S15,"432548,00","1198,00","11073,00","276,96","10,82","2559,95",0
5078,73,2021-S16,"432548,00","1030,00","9449,00","238,12","10,90","2184,50",0
5079,74,2021-S13,"828405,00","2664,00","38116,00","321,58","6,99","4601,13",0
5080,74,2021-S14,"828405,00","2368,00","26088,00","285,85","9,08","3149,18",0
5081,74,2021-S15,"828405,00","2193,00","22647,00","264,73","9,68","2733,81",0
5082,74,2021-S16,"828405,00","1661,00","18415,00","200,51","9,02","2222,95",0
5083,75,2021-S13,"2148271,00","11646,00","196786,00","542,11","5,92","9160,20",0
5084,75,2021-S14,"2148271,00","9836,00","133938,00","457,86","7,34","6234,69",0
5085,75,2021-S15,"2148271,00","9559,00","130220,00","444,96","7,34","6061,62",0
5086,75,2021-S16,"2148271,00","8191,00","113404,00","381,28","7,22","5278,85",0
5087,76,2021-S13,"1243788,00","4585,00","67585,00","368,63","6,78","5433,80",0
5088,76,2021-S14,"1243788,00","4080,00","48212,00","328,03","8,46","3876,22",0
5089,76,2021-S15,"1243788,00","4049,00","42074,00","325,54","9,62","3382,73",0
5090,76,2021-S16,"1243788,00","3799,00","38646,00","305,44","9,83","3107,12",0
5091,77,2021-S13,"1423607,00","8939,00","89853,00","627,91","9,95","6311,64",0
5092,77,2021-S14,"1423607,00","6747,00","59631,00","473,94","11,31","4188,73",0
5093,77,2021-S15,"1423607,00","6208,00","51422,00","436,08","12,07","3612,09",0
5094,77,2021-S16,"1423607,00","5548,00","43649,00","389,71","12,71","3066,08",0
5095,78,2021-S13,"1448625,00","7369,00","84553,00","508,69","8,72","5836,78",0
5096,78,2021-S14,"1448625,00","5908,00","56654,00","407,84","10,43","3910,88",0
5097,78,2021-S15,"1448625,00","5346,00","49510,00","369,04","10,80","3417,72",0
5098,78,2021-S16,"1448625,00","4772,00","40311,00","329,42","11,84","2782,71",0
5099,79,2021-S13,"372627,00","970,00","15853,00","260,31","6,12","4254,39",0
5100,79,2021-S14,"372627,00","946,00","13203,00","253,87","7,17","3543,22",0
5101,79,2021-S15,"372627,00","888,00","11462,00","238,31","7,75","3076,00",0
5102,79,2021-S16,"372627,00","885,00","9672,00","237,50","9,15","2595,62",0
5103,80,2021-S13,"569769,00","2382,00","33485,00","418,06","7,11","5876,94",0
5104,80,2021-S14,"569769,00","1742,00","20044,00","305,74","8,69","3517,92",0
5105,80,2021-S15,"569769,00","1753,00","16537,00","307,67","10,60","2902,40",0
5106,80,2021-S16,"569769,00","1545,00","13844,00","271,16","11,16","2429,76",0
5107,81,2021-S13,"387898,00","1256,00","18245,00","323,80","6,88","4703,56",0
5108,81,2021-S14,"387898,00","1026,00","12388,00","264,50","8,28","3193,62",0
5109,81,2021-S15,"387898,00","983,00","11409,00","253,42","8,62","2941,24",0
5110,81,2021-S16,"387898,00","862,00","9630,00","222,22","8,95","2482,61",0
5111,82,2021-S13,"262618,00","669,00","11211,00","254,74","5,97","4268,94",0
5112,82,2021-S14,"262618,00","592,00","7935,00","225,42","7,46","3021,50",0
5113,82,2021-S15,"262618,00","597,00","7361,00","227,33","8,11","2802,93",0
5114,82,2021-S16,"262618,00","554,00","6757,00","210,95","8,20","2572,94",0
5115,83,2021-S13,"1073836,00","4238,00","58926,00","394,66","7,19","5487,43",0
5116,83,2021-S14,"1073836,00","3264,00","42394,00","303,96","7,70","3947,90",0
